,date,day,month,year,demand,RRP,demand_pos_RRP,RRP_positive,demand_neg_RRP,RRP_negative,frac_at_neg_RRP,min_temperature,max_temperature,solar_exposure,rainfall,school_day,holiday
526,2016-06-11,7,6,2016,120753.43,55.59097,120753.43,55.59097,0.0,0.0,0.0,9.0,13.5,6.5,3.0,True,False
527,2016-06-12,1,6,2016,122771.53,77.21529,122771.53,77.21529,0.0,0.0,0.0,5.0,13.8,7.3,0.6,True,False
528,2016-06-13,2,6,2016,122106.95,95.06477,122106.95,95.06477,0.0,0.0,0.0,3.8,13.4,9.0,0.0,True,True
529,2016-06-14,3,6,2016,138466.56,90.84511,138466.56,90.84511,0.0,0.0,0.0,8.6,15.6,8.3,0.0,True,False
530,2016-06-15,4,6,2016,140904.6,92.416245,140904.6,92.416245,0.0,0.0,0.0,6.0,17.9,9.2,0.0,True,False
531,2016-06-16,5,6,2016,140741.17,89.929146,140741.17,89.929146,0.0,0.0,0.0,7.8,14.3,5.1,0.0,True,False
532,2016-06-17,6,6,2016,138023.11,99.57368,138023.11,99.57368,0.0,0.0,0.0,9.3,15.1,3.5,4.2,True,False
533,2016-06-18,7,6,2016,123162.19,62.934017,123162.19,62.934017,0.0,0.0,0.0,10.0,12.7,5.3,8.6,True,False
534,2016-06-19,1,6,2016,119662.164,79.38482,119662.164,79.38482,0.0,0.0,0.0,7.3,13.5,7.2,0.4,True,False
535,2016-06-20,2,6,2016,134435.11,114.87508,134435.11,114.87508,0.0,0.0,0.0,9.1,13.2,3.4,3.6,True,False
536,2016-06-21,3,6,2016,137511.31,62.154762,137511.31,62.154762,0.0,0.0,0.0,10.4,14.7,7.0,3.2,True,False
537,2016-06-22,4,6,2016,133813.28,58.759037,133813.28,58.759037,0.0,0.0,0.0,11.2,15.4,6.6,0.0,True,False
538,2016-06-23,5,6,2016,136740.0,78.31898,136740.0,78.31898,0.0,0.0,0.0,10.4,14.8,7.2,0.6,True,False
539,2016-06-24,6,6,2016,144658.38,67.9385,144658.38,67.9385,0.0,0.0,0.0,6.9,10.7,5.8,13.8,False,False
540,2016-06-25,7,6,2016,131730.83,99.76325,131730.83,99.76325,0.0,0.0,0.0,5.6,12.7,8.8,2.0,False,False
541,2016-06-26,1,6,2016,126455.94,120.4411,126455.94,120.4411,0.0,0.0,0.0,3.0,11.1,7.7,0.2,False,False
542,2016-06-27,2,6,2016,148640.0,127.34661,148640.0,127.34661,0.0,0.0,0.0,4.8,10.6,4.7,0.2,False,False
543,2016-06-28,3,6,2016,142146.31,110.28039,142146.31,110.28039,0.0,0.0,0.0,5.0,17.0,7.8,0.2,False,False
544,2016-06-29,4,6,2016,136071.97,80.125244,136071.97,80.125244,0.0,0.0,0.0,8.9,15.8,8.9,0.2,False,False
545,2016-06-30,5,6,2016,141078.45,115.1179,141078.45,115.1179,0.0,0.0,0.0,10.3,11.7,5.6,0.0,False,False
546,2016-07-01,6,7,2016,136676.72,117.71205,136676.72,117.71205,0.0,0.0,0.0,7.3,14.1,7.1,6.4,False,False
547,2016-07-02,7,7,2016,118683.56,90.45652,118683.56,90.45652,0.0,0.0,0.0,9.9,16.5,6.7,0.2,False,False
548,2016-07-03,1,7,2016,112556.41,68.59709,112556.41,68.59709,0.0,0.0,0.0,10.9,16.7,7.8,0.0,False,False
549,2016-07-04,2,7,2016,135712.25,124.13689,135712.25,124.13689,0.0,0.0,0.0,10.4,12.7,3.6,0.0,False,False
550,2016-07-05,3,7,2016,142401.8,147.1877,142401.8,147.1877,0.0,0.0,0.0,8.2,12.8,1.8,0.6,False,False
551,2016-07-06,4,7,2016,134056.1,116.68211,134056.1,116.68211,0.0,0.0,0.0,9.8,13.0,4.6,22.6,False,False
552,2016-07-07,5,7,2016,138768.05,176.91203,138768.05,176.91203,0.0,0.0,0.0,10.5,13.7,4.1,3.8,False,False
553,2016-07-08,6,7,2016,136690.05,114.8442,136690.05,114.8442,0.0,0.0,0.0,9.7,15.3,7.4,0.8,False,False
554,2016-07-09,7,7,2016,122369.53,105.54858,122369.53,105.54858,0.0,0.0,0.0,5.3,15.2,9.5,0.2,False,False
555,2016-07-10,1,7,2016,119218.23,36.167213,119218.23,36.167213,0.0,0.0,0.0,6.5,14.2,3.6,0.0,False,False
556,2016-07-11,2,7,2016,128207.125,44.85808,128207.125,44.85808,0.0,0.0,0.0,8.3,16.0,7.6,3.6,False,False
557,2016-07-12,3,7,2016,137582.19,49.159485,132525.94,56.63978,5056.265,-146.9007574266776,0.041666668,10.7,13.7,8.1,0.0,True,False
558,2016-07-13,4,7,2016,145728.27,65.91496,145728.27,65.91496,0.0,0.0,0.0,4.5,12.0,9.0,0.4,True,False
559,2016-07-14,5,7,2016,144103.7,76.117455,144103.7,76.117455,0.0,0.0,0.0,6.6,14.0,7.8,1.0,True,False
560,2016-07-15,6,7,2016,141166.84,79.5076,141166.84,79.5076,0.0,0.0,0.0,8.8,14.1,7.2,0.0,True,False
561,2016-07-16,7,7,2016,120659.15,73.69442,120659.15,73.69442,0.0,0.0,0.0,7.8,13.7,10.2,0.0,True,False
562,2016-07-17,1,7,2016,113418.125,48.788406,113418.125,48.788406,0.0,0.0,0.0,3.1,16.1,10.3,0.0,True,False
563,2016-07-18,2,7,2016,127367.016,43.891518,127367.016,43.891518,0.0,0.0,0.0,9.6,17.7,8.8,0.0,True,False
564,2016-07-19,3,7,2016,137028.05,49.45379,137028.05,49.45379,0.0,0.0,0.0,12.6,16.0,5.7,0.0,True,False
565,2016-07-20,4,7,2016,136850.14,52.33155,136850.14,52.33155,0.0,0.0,0.0,9.8,16.1,9.2,1.8,True,False
566,2016-07-21,5,7,2016,136127.12,44.926533,136127.12,44.926533,0.0,0.0,0.0,6.9,18.1,7.4,1.8,True,False
567,2016-07-22,6,7,2016,128777.82,21.091719,119021.91,23.660984,9755.91,-10.253263473115268,0.104166664,9.2,18.3,5.1,7.8,True,False
568,2016-07-23,7,7,2016,119888.58,62.709286,114203.23,66.43652,5685.35,-12.160739338826986,0.0625,7.5,11.6,9.0,2.8,True,False
569,2016-07-24,1,7,2016,120126.91,52.22701,120126.91,52.22701,0.0,0.0,0.0,4.7,11.4,10.3,0.8,True,False
570,2016-07-25,2,7,2016,138134.64,37.980186,138134.64,37.980186,0.0,0.0,0.0,6.3,14.3,7.5,0.0,True,False
571,2016-07-26,3,7,2016,146465.69,47.971245,146465.69,47.971245,0.0,0.0,0.0,6.5,11.0,7.2,4.8,True,False
572,2016-07-27,4,7,2016,143209.75,36.39746,143209.75,36.39746,0.0,0.0,0.0,7.5,12.9,6.9,0.4,True,False
573,2016-07-28,5,7,2016,142341.64,41.561897,142341.64,41.561897,0.0,0.0,0.0,6.9,15.2,6.3,0.0,True,False
574,2016-07-29,6,7,2016,139822.94,33.869682,139822.94,33.869682,0.0,0.0,0.0,10.2,15.3,5.0,0.0,True,False
575,2016-07-30,7,7,2016,121548.53,24.84953,121548.53,24.84953,0.0,0.0,0.0,9.1,13.8,8.5,2.4,True,False
576,2016-07-31,1,7,2016,114481.28,33.77825,114481.28,33.77825,0.0,0.0,0.0,10.3,17.0,11.3,2.0,True,False
577,2016-08-01,2,8,2016,137934.84,45.97913,137934.84,45.97913,0.0,0.0,0.0,11.2,14.4,5.2,2.8,True,False
578,2016-08-02,3,8,2016,137301.69,48.597992,137301.69,48.597992,0.0,0.0,0.0,8.5,13.4,11.2,14.4,True,False
579,2016-08-03,4,8,2016,140922.72,58.02955,140922.72,58.02955,0.0,0.0,0.0,8.7,12.8,8.4,2.8,True,False
580,2016-08-04,5,8,2016,142671.52,51.56528,142671.52,51.56528,0.0,0.0,0.0,4.9,14.6,11.1,0.8,True,False
581,2016-08-05,6,8,2016,145491.33,70.20312,145491.33,70.20312,0.0,0.0,0.0,3.4,14.6,8.7,0.0,True,False
582,2016-08-06,7,8,2016,130907.09,54.39808,130907.09,54.39808,0.0,0.0,0.0,5.8,14.4,7.0,0.0,True,False
583,2016-08-07,1,8,2016,120379.28,32.88479,120379.28,32.88479,0.0,0.0,0.0,7.6,16.6,10.4,0.0,True,False
584,2016-08-08,2,8,2016,138506.45,35.11782,138506.45,35.11782,0.0,0.0,0.0,5.0,14.2,8.0,0.0,True,False
585,2016-08-09,3,8,2016,132819.53,29.29352,127910.81,31.04191,4908.72,-16.26584461937124,0.041666668,9.7,18.9,7.8,0.0,True,False
586,2016-08-10,4,8,2016,130616.67,22.419441,122614.305,24.153927,8002.365,-4.156798871333662,0.083333336,9.6,15.3,11.3,0.0,True,False
587,2016-08-11,5,8,2016,138368.4,39.806465,133655.33,41.253822,4713.07,-1.2383605590411346,0.041666668,6.8,15.7,10.3,8.2,True,False
588,2016-08-12,6,8,2016,134885.67,41.0922,134885.67,41.0922,0.0,0.0,0.0,7.7,14.1,11.7,0.0,True,False
589,2016-08-13,7,8,2016,120382.805,38.810955,120382.805,38.810955,0.0,0.0,0.0,7.9,15.1,9.5,1.6,True,False
590,2016-08-14,1,8,2016,113066.24,33.06116,113066.24,33.06116,0.0,0.0,0.0,8.5,18.7,11.6,0.2,True,False
591,2016-08-15,2,8,2016,127906.24,39.83894,127906.24,39.83894,0.0,0.0,0.0,10.2,18.1,13.4,0.0,True,False
592,2016-08-16,3,8,2016,124975.11,24.453905,119010.7,25.942213,5964.41,-5.243025529767404,0.0625,10.0,18.2,13.5,0.0,True,False
593,2016-08-17,4,8,2016,132561.22,40.891605,132561.22,40.891605,0.0,0.0,0.0,12.5,15.6,9.6,0.4,True,False
594,2016-08-18,5,8,2016,123434.51,27.471094,119405.445,28.638258,4029.06,-7.119062113743652,0.041666668,7.1,21.6,13.1,0.0,True,False
595,2016-08-19,6,8,2016,132569.73,27.601341,132569.73,27.601341,0.0,0.0,0.0,15.3,16.4,2.7,0.2,True,False
596,2016-08-20,7,8,2016,121052.06,25.002466,118994.66,25.434757,2057.405,0.0,0.020833334,6.9,13.6,9.7,9.4,True,False
597,2016-08-21,1,8,2016,119118.55,38.913254,119118.55,38.913254,0.0,0.0,0.0,9.5,14.8,7.0,1.2,True,False
598,2016-08-22,2,8,2016,139203.5,59.995342,139203.5,59.995342,0.0,0.0,0.0,7.8,16.0,8.7,5.6,True,False
599,2016-08-23,3,8,2016,138640.39,73.18959,138640.39,73.18959,0.0,0.0,0.0,7.0,13.4,14.2,11.0,True,False
600,2016-08-24,4,8,2016,141122.8,114.00396,141122.8,114.00396,0.0,0.0,0.0,3.7,12.7,14.0,0.0,True,False
601,2016-08-25,5,8,2016,139724.03,74.663055,139724.03,74.663055,0.0,0.0,0.0,6.5,13.0,13.5,1.2,True,False
602,2016-08-26,6,8,2016,139920.55,67.627754,139920.55,67.627754,0.0,0.0,0.0,7.2,14.4,8.8,0.6,True,False
603,2016-08-27,7,8,2016,119573.22,31.80818,119573.22,31.80818,0.0,0.0,0.0,9.3,16.3,11.7,0.0,True,False
604,2016-08-28,1,8,2016,114832.42,29.447681,114832.42,29.447681,0.0,0.0,0.0,10.5,19.0,12.2,0.0,True,False
605,2016-08-29,2,8,2016,125055.69,39.14238,125055.69,39.14238,0.0,0.0,0.0,8.7,20.4,14.2,0.0,True,False
606,2016-08-30,3,8,2016,133748.44,53.18693,133748.44,53.18693,0.0,0.0,0.0,10.2,16.8,5.2,0.0,True,False
607,2016-08-31,4,8,2016,128834.06,32.559017,128834.06,32.559017,0.0,0.0,0.0,12.8,20.2,10.1,0.8,True,False
608,2016-09-01,5,9,2016,134246.17,46.80879,134246.17,46.80879,0.0,0.0,0.0,11.6,15.5,8.8,0.0,True,False
609,2016-09-02,6,9,2016,135273.33,52.63679,135273.33,52.63679,0.0,0.0,0.0,9.6,15.0,9.6,0.4,True,False
610,2016-09-03,7,9,2016,118621.96,35.270782,118621.96,35.270782,0.0,0.0,0.0,10.0,15.7,12.9,0.2,True,False
611,2016-09-04,1,9,2016,110986.01,24.512108,110986.01,24.512108,0.0,0.0,0.0,10.1,16.9,10.0,0.2,True,False
612,2016-09-05,2,9,2016,127275.81,38.21247,127275.81,38.21247,0.0,0.0,0.0,12.8,18.4,11.7,0.0,True,False
613,2016-09-06,3,9,2016,129542.37,28.692646,129542.37,28.692646,0.0,0.0,0.0,9.2,21.5,15.8,0.0,True,False
614,2016-09-07,4,9,2016,123307.02,24.18242,123307.02,24.18242,0.0,0.0,0.0,9.6,21.0,16.7,0.0,True,False
615,2016-09-08,5,9,2016,117722.95,12.504319,95788.62,20.170834,21934.336,-20.975826958054565,0.22916667,13.1,23.3,16.0,0.0,True,False
616,2016-09-09,6,9,2016,125432.6,23.401,125432.6,23.401,0.0,0.0,0.0,16.0,16.7,5.9,0.6,True,False
617,2016-09-10,7,9,2016,111412.99,38.55991,111412.99,38.55991,0.0,0.0,0.0,11.5,14.3,7.9,9.4,True,False
618,2016-09-11,1,9,2016,109125.22,50.34788,109125.22,50.34788,0.0,0.0,0.0,7.3,17.0,11.8,1.2,True,False
619,2016-09-12,2,9,2016,130967.28,68.1772,130967.28,68.1772,0.0,0.0,0.0,9.9,13.6,7.0,1.6,True,False
620,2016-09-13,3,9,2016,134720.16,62.068474,134720.16,62.068474,0.0,0.0,0.0,9.6,14.6,2.8,9.0,True,False
621,2016-09-14,4,9,2016,130650.88,54.840523,130650.88,54.840523,0.0,0.0,0.0,10.5,16.1,13.2,20.6,True,False
622,2016-09-15,5,9,2016,134234.45,42.819916,134234.45,42.819916,0.0,0.0,0.0,8.7,14.6,6.9,2.0,True,False
623,2016-09-16,6,9,2016,131734.11,47.043747,131734.11,47.043747,0.0,0.0,0.0,9.0,15.7,12.5,13.4,False,False
624,2016-09-17,7,9,2016,106709.54,36.02869,106709.54,36.02869,0.0,0.0,0.0,11.1,19.8,18.8,0.0,False,False
625,2016-09-18,1,9,2016,110314.625,48.344868,110314.625,48.344868,0.0,0.0,0.0,10.8,12.5,5.5,0.4,False,False
626,2016-09-19,2,9,2016,127391.09,56.44255,127391.09,56.44255,0.0,0.0,0.0,8.5,16.3,16.2,0.2,False,False
627,2016-09-20,3,9,2016,122664.305,43.17738,122664.305,43.17738,0.0,0.0,0.0,9.1,18.8,18.5,0.0,False,False
628,2016-09-21,4,9,2016,127208.57,52.282833,127208.57,52.282833,0.0,0.0,0.0,10.9,15.2,8.8,1.2,False,False
629,2016-09-22,5,9,2016,131357.34,55.701874,131357.34,55.701874,0.0,0.0,0.0,9.6,13.4,9.9,1.2,False,False
630,2016-09-23,6,9,2016,127420.43,46.538704,127420.43,46.538704,0.0,0.0,0.0,9.8,16.5,16.5,0.6,False,False
631,2016-09-24,7,9,2016,106776.27,43.5566,106776.27,43.5566,0.0,0.0,0.0,10.0,20.1,18.4,0.0,False,False
632,2016-09-25,1,9,2016,105931.555,37.69848,105931.555,37.69848,0.0,0.0,0.0,9.5,14.7,17.1,5.8,False,False
633,2016-09-26,2,9,2016,124343.19,47.67147,124343.19,47.67147,0.0,0.0,0.0,8.1,16.9,13.6,0.6,False,False
634,2016-09-27,3,9,2016,126888.77,49.794506,126888.77,49.794506,0.0,0.0,0.0,7.4,14.8,13.4,12.6,False,False
635,2016-09-28,4,9,2016,121143.25,32.431713,121143.25,32.431713,0.0,0.0,0.0,7.5,19.3,19.6,2.2,False,False
636,2016-09-29,5,9,2016,122858.49,37.596,122858.49,37.596,0.0,0.0,0.0,12.5,16.7,16.2,1.8,False,False
637,2016-09-30,6,9,2016,113439.77,33.063694,113439.77,33.063694,0.0,0.0,0.0,9.3,16.4,16.6,2.0,False,True
638,2016-10-01,7,10,2016,109181.26,20.486095,109181.26,20.486095,0.0,0.0,0.0,11.6,18.6,11.9,1.6,False,False
639,2016-10-02,1,10,2016,97992.93,13.65687,90684.66,15.093827,7308.275,-4.1736019648959575,0.083333336,12.1,24.0,18.7,0.0,False,False
640,2016-10-03,2,10,2016,115839.01,21.601744,113550.4,23.507238,2288.615,-72.94,0.020833334,11.1,15.9,13.7,9.2,False,False
641,2016-10-04,3,10,2016,124089.47,23.001781,112355.56,29.381975,11733.91,-38.09039922753797,0.125,10.6,17.1,13.2,2.0,True,False
642,2016-10-05,4,10,2016,128558.38,41.11513,128558.38,41.11513,0.0,0.0,0.0,8.0,17.1,7.5,2.8,True,False
643,2016-10-06,5,10,2016,115898.54,30.189573,115898.54,30.189573,0.0,0.0,0.0,9.7,27.2,22.6,0.0,True,False
644,2016-10-07,6,10,2016,116197.73,37.339104,116197.73,37.339104,0.0,0.0,0.0,14.1,22.5,7.8,0.0,True,False
645,2016-10-08,7,10,2016,101300.77,35.210342,101300.77,35.210342,0.0,0.0,0.0,9.7,16.9,23.0,0.0,True,False
646,2016-10-09,1,10,2016,94954.16,15.903014,91594.945,16.60375,3359.215,-3.2037623819850767,0.041666668,9.5,22.0,14.1,0.0,True,False
647,2016-10-10,2,10,2016,116831.43,27.654718,109279.11,29.955948,7552.32,-5.643178261779162,0.083333336,13.0,16.8,18.4,0.8,True,False
648,2016-10-11,3,10,2016,124665.82,38.199947,124665.82,38.199947,0.0,0.0,0.0,7.5,15.1,16.7,1.4,True,False
649,2016-10-12,4,10,2016,128612.3,44.770645,128612.3,44.770645,0.0,0.0,0.0,10.2,15.4,12.9,0.0,True,False
650,2016-10-13,5,10,2016,128242.766,58.353085,128242.766,58.353085,0.0,0.0,0.0,6.8,14.6,22.8,4.2,True,False
651,2016-10-14,6,10,2016,121731.484,43.966507,121731.484,43.966507,0.0,0.0,0.0,5.2,22.7,24.5,0.2,True,False
652,2016-10-15,7,10,2016,97887.484,12.698329,88673.47,14.460175,9214.015,-4.257256158146041,0.104166664,9.4,24.8,21.8,0.0,True,False
653,2016-10-16,1,10,2016,101793.03,22.029095,100052.44,22.47496,1740.595,-3.6,0.020833334,17.4,23.1,8.0,0.0,True,False
654,2016-10-17,2,10,2016,116042.84,29.596682,116042.84,29.596682,0.0,0.0,0.0,9.8,18.9,14.8,9.8,True,False
655,2016-10-18,3,10,2016,123265.44,36.721214,123265.44,36.721214,0.0,0.0,0.0,9.6,16.6,16.5,1.0,True,False
656,2016-10-19,4,10,2016,126362.05,60.68303,126362.05,60.68303,0.0,0.0,0.0,7.5,16.5,22.1,2.6,True,False
657,2016-10-20,5,10,2016,114867.16,27.425827,112389.11,28.030535,2478.05,0.0,0.020833334,6.8,21.8,25.6,0.0,True,False
658,2016-10-21,6,10,2016,122975.28,43.24473,119216.83,44.867027,3758.46,-8.213770307519571,0.041666668,14.8,17.6,1.9,0.0,True,False
659,2016-10-22,7,10,2016,114184.195,38.711132,114184.195,38.711132,0.0,0.0,0.0,6.9,13.2,16.9,16.4,True,False
660,2016-10-23,1,10,2016,111289.0,40.918556,111289.0,40.918556,0.0,0.0,0.0,7.9,14.1,18.7,8.8,True,False
661,2016-10-24,2,10,2016,125270.164,66.51337,125270.164,66.51337,0.0,0.0,0.0,9.4,17.1,20.3,0.4,True,False
662,2016-10-25,3,10,2016,117138.35,37.02215,117138.35,37.02215,0.0,0.0,0.0,9.6,25.7,23.1,0.2,True,False
663,2016-10-26,4,10,2016,121605.4,55.41635,121605.4,55.41635,0.0,0.0,0.0,16.5,18.5,9.0,0.0,True,False
664,2016-10-27,5,10,2016,120142.43,43.48054,120142.43,43.48054,0.0,0.0,0.0,10.1,15.4,25.8,0.2,True,False
665,2016-10-28,6,10,2016,119820.71,54.509747,119820.71,54.509747,0.0,0.0,0.0,6.3,16.6,26.5,0.0,True,False
666,2016-10-29,7,10,2016,104191.1,21.285648,104191.1,21.285648,0.0,0.0,0.0,9.3,25.6,25.8,0.0,True,False
667,2016-10-30,1,10,2016,94325.72,6.8691344,65215.145,14.167929,29110.574,-9.482033585733019,0.33333334,12.7,28.0,19.5,0.0,True,False
668,2016-10-31,2,10,2016,110661.43,19.0809,110661.43,19.0809,0.0,0.0,0.0,7.9,17.5,19.0,1.8,True,False
669,2016-11-01,3,11,2016,104976.21,17.418201,104976.21,17.418201,0.0,0.0,0.0,9.4,18.4,17.7,0.4,True,True
670,2016-11-02,4,11,2016,119904.48,46.645668,119904.48,46.645668,0.0,0.0,0.0,9.7,18.5,13.3,0.4,True,False
671,2016-11-03,5,11,2016,118677.49,60.221046,118677.49,60.221046,0.0,0.0,0.0,10.0,19.1,28.0,0.0,True,False
672,2016-11-04,6,11,2016,113666.484,25.95235,113666.484,25.95235,0.0,0.0,0.0,10.2,29.2,24.9,0.0,True,False
673,2016-11-05,7,11,2016,101810.75,15.264688,98124.43,15.936837,3686.32,-2.6269485014865777,0.041666668,10.0,16.8,10.8,0.0,True,False
674,2016-11-06,1,11,2016,96934.92,24.158762,88023.66,28.324396,8911.27,-16.98849754299892,0.104166664,11.5,21.4,25.2,0.0,True,False
675,2016-11-07,2,11,2016,116230.34,30.367058,104936.89,34.294502,11293.45,-6.126114699228316,0.125,14.6,25.9,15.9,0.0,True,False
676,2016-11-08,3,11,2016,117794.59,53.922005,117794.59,53.922005,0.0,0.0,0.0,11.0,18.2,28.9,0.2,True,False
677,2016-11-09,4,11,2016,122131.12,55.662205,122131.12,55.662205,0.0,0.0,0.0,9.2,17.4,22.0,0.0,True,False
678,2016-11-10,5,11,2016,122634.53,48.70697,122634.53,48.70697,0.0,0.0,0.0,11.9,17.5,20.3,0.0,True,False
679,2016-11-11,6,11,2016,117953.88,26.823982,117953.88,26.823982,0.0,0.0,0.0,8.4,23.8,29.1,0.0,True,False
680,2016-11-12,7,11,2016,99907.32,10.832116,77434.625,20.379038,22472.695,-22.063903650630245,0.22916667,13.2,25.5,17.0,2.0,True,False
681,2016-11-13,1,11,2016,96805.92,10.725642,85044.94,14.807393,11760.99,-18.789925529228405,0.125,11.7,19.0,9.7,2.0,True,False
682,2016-11-14,2,11,2016,116817.15,39.499737,116817.15,39.499737,0.0,0.0,0.0,11.5,15.9,14.8,8.6,True,False
683,2016-11-15,3,11,2016,119905.59,26.908388,117939.02,27.845798,1966.57,-29.31,0.020833334,11.0,19.2,17.1,0.0,True,False
684,2016-11-16,4,11,2016,122146.66,35.630684,122146.66,35.630684,0.0,0.0,0.0,11.9,21.6,25.8,0.0,True,False
685,2016-11-17,5,11,2016,122464.65,28.555077,122464.65,28.555077,0.0,0.0,0.0,12.0,31.4,28.8,0.0,True,False
686,2016-11-18,6,11,2016,121441.05,31.775799,121441.05,31.775799,0.0,0.0,0.0,15.3,18.9,15.6,0.0,True,False
687,2016-11-19,7,11,2016,106868.5,24.655993,106868.5,24.655993,0.0,0.0,0.0,11.7,19.4,29.9,0.0,True,False
688,2016-11-20,1,11,2016,112098.336,43.08595,112098.336,43.08595,0.0,0.0,0.0,11.9,33.3,22.1,0.0,True,False
689,2016-11-21,2,11,2016,138681.81,51.035267,138681.81,51.035267,0.0,0.0,0.0,17.9,35.0,19.8,0.0,True,False
690,2016-11-22,3,11,2016,126617.72,37.021294,123785.48,44.485092,2832.245,-289.19,0.020833334,14.5,14.9,1.5,8.6,True,False
691,2016-11-23,4,11,2016,118119.01,41.91227,118119.01,41.91227,0.0,0.0,0.0,11.0,16.8,16.9,5.4,True,False
692,2016-11-24,5,11,2016,120308.55,38.059402,120308.55,38.059402,0.0,0.0,0.0,10.3,17.0,21.6,2.2,True,False
693,2016-11-25,6,11,2016,116011.56,27.616491,116011.56,27.616491,0.0,0.0,0.0,10.9,17.9,15.7,0.8,True,False
694,2016-11-26,7,11,2016,104700.055,23.790583,104700.055,23.790583,0.0,0.0,0.0,12.2,17.4,18.8,0.0,True,False
695,2016-11-27,1,11,2016,102718.9,37.003944,102718.9,37.003944,0.0,0.0,0.0,11.6,16.3,10.1,0.4,True,False
696,2016-11-28,2,11,2016,118666.37,65.39278,118666.37,65.39278,0.0,0.0,0.0,12.2,19.6,24.4,0.2,True,False
697,2016-11-29,3,11,2016,119169.17,63.429966,119169.17,63.429966,0.0,0.0,0.0,10.4,20.0,31.0,0.2,True,False
698,2016-11-30,4,11,2016,121067.59,76.02598,121067.59,76.02598,0.0,0.0,0.0,13.3,18.9,9.6,0.0,True,False
699,2016-12-01,5,12,2016,113024.02,56.012306,113024.02,56.012306,0.0,0.0,0.0,12.9,21.9,28.0,0.0,True,False
700,2016-12-02,6,12,2016,109318.35,41.499435,109318.35,41.499435,0.0,0.0,0.0,13.0,21.6,29.7,0.0,True,False
701,2016-12-03,7,12,2016,98899.49,29.203053,98899.49,29.203053,0.0,0.0,0.0,9.9,23.9,31.2,0.0,True,False
702,2016-12-04,1,12,2016,97300.36,43.732742,97300.36,43.732742,0.0,0.0,0.0,12.7,31.7,14.1,0.0,True,False
703,2016-12-05,2,12,2016,109670.0,25.294384,101828.79,33.124706,7841.21,-76.39299533490366,0.083333336,16.9,21.5,21.6,2.4,True,False
704,2016-12-06,3,12,2016,111228.06,48.412487,111228.06,48.412487,0.0,0.0,0.0,12.8,20.8,24.2,0.0,True,False
705,2016-12-07,4,12,2016,112738.08,44.722057,112738.08,44.722057,0.0,0.0,0.0,10.5,28.3,30.8,0.0,True,False
706,2016-12-08,5,12,2016,105445.65,25.85386,105445.65,25.85386,0.0,0.0,0.0,15.4,23.2,11.6,2.2,True,False
707,2016-12-09,6,12,2016,105664.09,25.118195,105664.09,25.118195,0.0,0.0,0.0,10.0,17.3,23.2,6.6,True,False
708,2016-12-10,7,12,2016,98622.87,19.311668,98622.87,19.311668,0.0,0.0,0.0,11.2,18.8,24.2,0.2,True,False
709,2016-12-11,1,12,2016,93673.19,16.396688,93673.19,16.396688,0.0,0.0,0.0,12.9,19.3,27.0,1.0,True,False
710,2016-12-12,2,12,2016,120390.11,45.157574,120390.11,45.157574,0.0,0.0,0.0,10.7,32.8,30.0,0.0,True,False
711,2016-12-13,3,12,2016,128831.65,44.693024,128831.65,44.693024,0.0,0.0,0.0,16.5,36.3,14.1,0.0,True,False
712,2016-12-14,4,12,2016,111423.766,19.919106,109320.03,20.608017,2103.73,-15.88,0.020833334,15.7,19.3,21.3,0.0,True,False
713,2016-12-15,5,12,2016,107072.36,31.145308,107072.36,31.145308,0.0,0.0,0.0,11.7,18.6,30.8,0.0,True,False
714,2016-12-16,6,12,2016,113698.06,48.856884,113698.06,48.856884,0.0,0.0,0.0,9.7,25.5,20.5,0.0,True,False
715,2016-12-17,7,12,2016,90227.48,23.576231,90227.48,23.576231,0.0,0.0,0.0,15.1,20.9,22.5,0.0,True,False
716,2016-12-18,1,12,2016,90911.086,26.493599,90911.086,26.493599,0.0,0.0,0.0,10.0,17.5,30.3,0.0,True,False
717,2016-12-19,2,12,2016,109260.305,28.684832,109260.305,28.684832,0.0,0.0,0.0,8.8,30.2,29.3,0.0,True,False
718,2016-12-20,3,12,2016,106451.26,16.129856,104409.27,19.381086,2041.98,-150.11,0.020833334,14.4,21.5,26.0,3.0,False,False
719,2016-12-21,4,12,2016,104389.51,21.345875,104389.51,21.345875,0.0,0.0,0.0,13.5,19.9,28.8,0.2,False,False
720,2016-12-22,5,12,2016,105513.234,20.976236,105513.234,20.976236,0.0,0.0,0.0,14.6,20.0,29.6,0.0,False,False
721,2016-12-23,6,12,2016,112247.945,24.329346,112247.945,24.329346,0.0,0.0,0.0,12.5,26.3,28.7,0.0,False,False
722,2016-12-24,7,12,2016,114843.875,34.69311,114843.875,34.69311,0.0,0.0,0.0,16.2,34.9,26.3,0.8,False,False
723,2016-12-25,1,12,2016,114468.17,28.64743,114468.17,28.64743,0.0,0.0,0.0,16.4,36.3,32.3,0.2,False,False
724,2016-12-26,2,12,2016,106284.83,22.910357,106284.83,22.910357,0.0,0.0,0.0,25.4,29.3,10.2,0.0,False,True
725,2016-12-27,3,12,2016,99701.43,23.813538,99701.43,23.813538,0.0,0.0,0.0,18.0,29.8,5.8,1.6,False,True
726,2016-12-28,4,12,2016,123693.52,40.28251,123693.52,40.28251,0.0,0.0,0.0,20.3,38.2,15.1,1.0,False,False
