,ts,year,month,day,hour,generation_solar,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,price_day_ahead,price_actual
30,2015-01-02 05:00:00,2015,1,6,5,55,0,11169,21,11303,5.0,58.22
31,2015-01-02 06:00:00,2015,1,6,6,54,0,11205,136,11297,7.04,67.55
32,2015-01-02 07:00:00,2015,1,6,7,116,0,10920,175,11048,7.04,70.33
33,2015-01-02 08:00:00,2015,1,6,8,1039,0,10491,1092,10711,7.88,71.26
34,2015-01-02 09:00:00,2015,1,6,9,2373,0,10156,2319,10379,10.71,75.86
35,2015-01-02 10:00:00,2015,1,6,10,3699,0,10421,3451,10423,10.0,73.65
36,2015-01-02 11:00:00,2015,1,6,11,4154,0,11230,4005,10989,7.04,74.19
37,2015-01-02 12:00:00,2015,1,6,12,4074,0,11920,4120,11842,7.0,71.51
38,2015-01-02 13:00:00,2015,1,6,13,3851,0,11819,3794,12078,6.33,71.04
39,2015-01-02 14:00:00,2015,1,6,14,3619,0,11961,3479,11797,5.0,71.24
40,2015-01-02 15:00:00,2015,1,6,15,3024,0,12025,2788,12061,6.21,70.64
41,2015-01-02 16:00:00,2015,1,6,16,2053,0,12077,1786,12102,9.98,72.85
42,2015-01-02 17:00:00,2015,1,6,17,769,0,11276,618,11451,33.15,82.55
43,2015-01-02 18:00:00,2015,1,6,18,266,0,10510,170,10619,50.0,83.33
44,2015-01-02 19:00:00,2015,1,6,19,165,0,10406,104,10216,52.01,83.23
45,2015-01-02 20:00:00,2015,1,6,20,137,0,10445,93,10470,50.01,79.06
46,2015-01-02 21:00:00,2015,1,6,21,137,0,9976,92,10112,45.8,76.2
47,2015-01-02 22:00:00,2015,1,6,22,137,0,9527,81,9560,41.74,71.75
48,2015-01-02 23:00:00,2015,1,7,23,62,0,9264,2,9313,35.62,66.82
49,2015-01-03 00:00:00,2015,1,7,0,62,0,9135,0,9215,27.1,63.35
50,2015-01-03 01:00:00,2015,1,7,1,61,0,9362,0,9196,25.0,58.79
51,2015-01-03 02:00:00,2015,1,7,2,61,0,9628,2,9502,20.01,57.44
52,2015-01-03 03:00:00,2015,1,7,3,61,0,9607,2,9617,17.1,55.29
53,2015-01-03 04:00:00,2015,1,7,4,61,0,9666,1,9619,17.22,56.22
54,2015-01-03 05:00:00,2015,1,7,5,61,0,9743,1,9733,20.14,58.13
55,2015-01-03 06:00:00,2015,1,7,6,63,0,9401,37,9455,19.87,62.06
56,2015-01-03 07:00:00,2015,1,7,7,233,0,8363,364,8564,20.22,67.36
57,2015-01-03 08:00:00,2015,1,7,8,820,0,7924,1080,8062,25.22,69.21
58,2015-01-03 09:00:00,2015,1,7,9,1665,0,7592,2015,7573,25.13,70.35
59,2015-01-03 10:00:00,2015,1,7,10,2488,0,7874,2935,7689,27.1,68.77
60,2015-01-03 11:00:00,2015,1,7,11,3218,0,8192,3406,8082,28.71,68.82
61,2015-01-03 12:00:00,2015,1,7,12,3695,0,8718,3743,8571,25.0,68.23
62,2015-01-03 13:00:00,2015,1,7,13,3780,0,9152,3756,9082,23.68,67.97
63,2015-01-03 14:00:00,2015,1,7,14,3370,0,9382,3373,9168,14.87,62.76
64,2015-01-03 15:00:00,2015,1,7,15,2692,0,9307,2724,9502,11.7,62.03
65,2015-01-03 16:00:00,2015,1,7,16,1931,0,8892,1852,9020,19.52,66.69
66,2015-01-03 17:00:00,2015,1,7,17,1015,0,8568,741,8641,25.13,71.5
67,2015-01-03 18:00:00,2015,1,7,18,502,0,9005,103,8863,39.71,72.14
68,2015-01-03 19:00:00,2015,1,7,19,355,0,9672,111,9619,44.0,72.45
69,2015-01-03 20:00:00,2015,1,7,20,291,0,10081,157,10158,41.21,72.86
70,2015-01-03 21:00:00,2015,1,7,21,207,0,10537,136,10370,35.69,70.1
71,2015-01-03 22:00:00,2015,1,7,22,117,0,10953,78,10857,30.23,67.62
72,2015-01-03 23:00:00,2015,1,1,23,692,0,8540,584,8564,24.65,55.22
73,2015-01-04 00:00:00,2015,1,1,0,684,0,8080,640,8335,20.2,50.54
74,2015-01-04 01:00:00,2015,1,1,1,648,0,7773,551,7816,19.16,48.68
75,2015-01-04 02:00:00,2015,1,1,2,640,0,7601,508,7802,21.9,48.02
76,2015-01-04 03:00:00,2015,1,1,3,563,0,7584,445,7570,14.9,47.06
77,2015-01-04 04:00:00,2015,1,1,4,372,0,7812,288,7595,24.65,46.79
78,2015-01-04 05:00:00,2015,1,1,5,179,0,7950,134,7913,28.01,47.63
79,2015-01-04 06:00:00,2015,1,1,6,129,0,8228,33,8239,27.51,47.44
80,2015-01-04 07:00:00,2015,1,1,7,357,0,8341,379,8275,33.96,50.84
81,2015-01-04 08:00:00,2015,1,1,8,1634,0,8569,1381,8320,38.0,54.84
82,2015-01-04 09:00:00,2015,1,1,9,3830,0,8433,3378,8529,37.17,59.95
83,2015-01-04 10:00:00,2015,1,1,10,4937,0,8001,4727,8199,35.01,59.35
84,2015-01-04 11:00:00,2015,1,1,11,5302,0,7520,5221,7698,38.0,57.03
85,2015-01-04 12:00:00,2015,1,1,12,5590,0,7274,5765,7274,38.12,59.22
86,2015-01-04 13:00:00,2015,1,1,13,5668,0,6878,5661,7008,30.4,58.56
87,2015-01-04 14:00:00,2015,1,1,14,5593,0,7517,5540,7263,27.58,52.07
88,2015-01-04 15:00:00,2015,1,1,15,5316,0,7999,5319,7886,27.56,52.15
89,2015-01-04 16:00:00,2015,1,1,16,4907,0,8181,4766,8191,27.5,61.12
90,2015-01-04 17:00:00,2015,1,1,17,4200,0,8260,3965,8321,26.53,71.98
91,2015-01-04 18:00:00,2015,1,1,18,2911,0,8156,2680,8296,30.0,74.64
92,2015-01-04 19:00:00,2015,1,1,19,1392,0,8347,1189,8158,39.7,75.38
93,2015-01-04 20:00:00,2015,1,1,20,748,0,8875,750,8677,40.48,76.49
94,2015-01-04 21:00:00,2015,1,1,21,696,0,8922,643,9036,37.97,73.83
95,2015-01-04 22:00:00,2015,1,1,22,672,0,8735,647,8826,28.0,69.51
96,2015-01-04 23:00:00,2015,1,2,23,691,0,7351,399,7321,43.49,70.77
97,2015-01-05 00:00:00,2015,1,2,0,668,0,7403,588,7474,35.5,64.89
98,2015-01-05 01:00:00,2015,1,2,1,662,0,7887,566,7731,35.2,60.91
99,2015-01-05 03:00:00,2015,1,2,3,570,0,8348,386,8397,30.6,58.04
100,2015-01-05 04:00:00,2015,1,2,4,428,0,8526,277,8437,30.6,59.57
101,2015-01-05 05:00:00,2015,1,2,5,243,0,8518,161,8660,30.6,69.73
102,2015-01-05 06:00:00,2015,1,2,6,155,0,8263,195,8285,30.0,72.97
103,2015-01-05 07:00:00,2015,1,2,7,500,0,8326,685,8286,30.6,77.92
104,2015-01-05 08:00:00,2015,1,2,8,1333,0,8046,1669,8122,35.3,79.59
105,2015-01-05 09:00:00,2015,1,2,9,2482,0,8439,3011,8214,35.2,81.75
106,2015-01-05 10:00:00,2015,1,2,10,3339,0,9131,3344,8921,35.4,80.82
107,2015-01-05 17:00:00,2015,1,2,17,2944,0,7431,2658,7617,42.01,89.08
108,2015-01-05 18:00:00,2015,1,2,18,1971,0,6570,1764,6837,51.4,90.97
109,2015-01-05 19:00:00,2015,1,2,19,958,0,5549,946,5836,55.35,88.51
110,2015-01-05 20:00:00,2015,1,2,20,605,0,4979,483,5054,62.0,82.85
111,2015-01-05 21:00:00,2015,1,2,21,518,0,4822,324,4869,60.01,80.52
112,2015-01-05 22:00:00,2015,1,2,22,394,0,4982,347,4890,57.6,72.18
113,2015-01-05 23:00:00,2015,1,3,23,626,0,4052,544,4104,53.01,71.48
114,2015-01-06 00:00:00,2015,1,3,0,624,0,3832,513,3889,45.65,64.76
115,2015-01-06 01:00:00,2015,1,3,1,616,0,3398,466,3514,44.04,60.22
116,2015-01-06 02:00:00,2015,1,3,2,582,0,3003,481,3091,43.58,57.14
117,2015-01-06 03:00:00,2015,1,3,3,576,0,2569,486,2691,43.98,53.94
118,2015-01-06 04:00:00,2015,1,3,4,499,0,2380,434,2377,44.91,53.43
119,2015-01-06 05:00:00,2015,1,3,5,415,0,2196,399,2206,51.0,56.68
120,2015-01-06 06:00:00,2015,1,3,6,412,0,1701,475,1827,55.76,63.49
121,2015-01-06 07:00:00,2015,1,3,7,1168,0,1102,1408,1208,59.95,66.75
122,2015-01-06 08:00:00,2015,1,3,8,3018,0,682,3077,759,60.5,73.07
123,2015-01-06 09:00:00,2015,1,3,9,4129,0,470,4070,506,61.29,78.95
124,2015-01-06 10:00:00,2015,1,3,10,4642,0,472,4629,483,61.69,75.91
125,2015-01-06 11:00:00,2015,1,3,11,4976,0,683,4919,678,61.95,73.12
126,2015-01-06 12:00:00,2015,1,3,12,5044,0,1041,5014,1130,61.29,68.02
127,2015-01-06 13:00:00,2015,1,3,13,4887,0,1652,4875,1479,60.09,66.67
128,2015-01-06 14:00:00,2015,1,3,14,4641,0,2761,4686,2347,60.5,65.08
129,2015-01-06 15:00:00,2015,1,3,15,4279,0,3277,4404,3318,60.69,66.1
130,2015-01-06 16:00:00,2015,1,3,16,3824,0,3281,3907,3236,60.69,72.0
131,2015-01-06 17:00:00,2015,1,3,17,3132,0,3781,3456,3699,58.9,78.6
132,2015-01-06 18:00:00,2015,1,3,18,2383,0,3943,2719,3929,57.0,81.18
133,2015-01-06 19:00:00,2015,1,3,19,1586,0,4028,1615,4059,57.0,81.65
134,2015-01-06 20:00:00,2015,1,3,20,891,0,3661,924,3823,59.88,78.63
135,2015-01-06 21:00:00,2015,1,3,21,696,0,3485,632,3558,59.6,73.2
136,2015-01-06 22:00:00,2015,1,3,22,669,0,3276,495,3276,55.76,72.46
137,2015-01-06 23:00:00,2015,1,4,23,1280,0,6210,597,6140,59.52,67.24
138,2015-01-07 00:00:00,2015,1,4,0,1253,0,5993,514,6205,51.1,64.17
139,2015-01-07 01:00:00,2015,1,4,1,1231,0,5529,542,5735,47.03,62.12
140,2015-01-07 02:00:00,2015,1,4,2,1223,0,5127,551,5232,48.5,62.11
141,2015-01-07 03:00:00,2015,1,4,3,1189,0,4940,550,4959,48.79,60.05
142,2015-01-07 04:00:00,2015,1,4,4,1142,0,4735,457,4784,50.51,62.48
143,2015-01-07 05:00:00,2015,1,4,5,1043,0,4266,592,4452,59.13,70.01
144,2015-01-07 06:00:00,2015,1,4,6,979,0,3849,871,3912,60.8,75.2
145,2015-01-07 07:00:00,2015,1,4,7,1336,0,3369,1821,3585,61.87,83.3
146,2015-01-07 08:00:00,2015,1,4,8,2121,0,2959,3169,3028,64.23,93.14
147,2015-01-07 09:00:00,2015,1,4,9,2841,0,3226,4356,3098,66.5,100.45
148,2015-01-07 10:00:00,2015,1,4,10,3556,0,4273,4651,3964,67.1,95.17
149,2015-01-07 11:00:00,2015,1,4,11,3756,0,5914,4654,5486,66.1,85.23
150,2015-01-07 12:00:00,2015,1,4,12,3639,0,7320,4593,7010,65.0,81.5
151,2015-01-07 13:00:00,2015,1,4,13,4133,0,7837,4414,8090,59.75,77.29
152,2015-01-07 14:00:00,2015,1,4,14,4896,0,7890,4049,7971,59.61,76.61
153,2015-01-07 15:00:00,2015,1,4,15,4647,0,7996,3887,8004,59.53,77.15
154,2015-01-07 16:00:00,2015,1,4,16,4184,0,7955,4055,7962,61.1,79.51
155,2015-01-07 17:00:00,2015,1,4,17,3631,0,7582,3523,7779,61.1,91.05
156,2015-01-07 18:00:00,2015,1,4,18,2772,0,6821,2670,7115,61.1,95.29
157,2015-01-07 19:00:00,2015,1,4,19,2013,0,6198,1612,6110,61.87,91.25
158,2015-01-07 20:00:00,2015,1,4,20,1193,0,6139,743,5883,63.71,87.08
159,2015-01-07 21:00:00,2015,1,4,21,636,0,6398,462,6276,64.1,78.15
160,2015-01-07 22:00:00,2015,1,4,22,573,0,6262,480,6324,59.13,75.07
161,2015-01-07 23:00:00,2015,1,5,23,433,0,5908,443,5755,49.0,73.73
162,2015-01-08 00:00:00,2015,1,5,0,391,0,5509,363,5596,46.86,70.99
163,2015-01-08 01:00:00,2015,1,5,1,352,0,5204,295,5218,45.68,68.3
164,2015-01-08 02:00:00,2015,1,5,2,328,0,4891,276,4923,44.99,64.22
165,2015-01-08 03:00:00,2015,1,5,3,327,0,4738,244,4706,44.81,63.53
166,2015-01-08 04:00:00,2015,1,5,4,320,0,4868,212,4779,44.68,66.7
167,2015-01-08 05:00:00,2015,1,5,5,265,0,4809,235,4867,44.81,69.79
168,2015-01-08 06:00:00,2015,1,5,6,223,0,4849,420,4812,44.81,75.57
169,2015-01-08 07:00:00,2015,1,5,7,708,0,4285,1166,4532,46.85,82.36
170,2015-01-08 08:00:00,2015,1,5,8,2225,0,3889,2373,3916,49.0,87.03
171,2015-01-08 09:00:00,2015,1,5,9,3943,0,3330,3681,3551,54.36,91.08
172,2015-01-08 10:00:00,2015,1,5,10,4514,0,2911,4451,2983,61.98,89.29
173,2015-01-08 11:00:00,2015,1,5,11,4926,0,2376,4940,2486,62.47,85.45
174,2015-01-08 12:00:00,2015,1,5,12,5067,0,1917,5172,1978,62.93,80.33
175,2015-01-08 13:00:00,2015,1,5,13,5092,0,1741,5163,1759,61.98,77.33
176,2015-01-08 14:00:00,2015,1,5,14,5019,0,1680,4994,1729,57.48,77.03
177,2015-01-08 15:00:00,2015,1,5,15,4803,0,1774,4740,1795,54.38,78.15
178,2015-01-08 16:00:00,2015,1,5,16,4507,0,2001,4391,1993,54.36,80.48
179,2015-01-08 17:00:00,2015,1,5,17,4010,0,2574,3790,2586,52.04,90.87
180,2015-01-08 18:00:00,2015,1,5,18,3321,0,3022,2928,3102,54.38,94.11
181,2015-01-08 19:00:00,2015,1,5,19,2089,0,3312,1860,3344,60.33,90.26
182,2015-01-08 20:00:00,2015,1,5,20,957,0,3478,997,3476,66.0,84.66
183,2015-01-08 21:00:00,2015,1,5,21,721,0,3726,689,3724,63.6,77.05
184,2015-01-08 22:00:00,2015,1,5,22,691,0,3968,581,3880,55.5,73.14
185,2015-01-08 23:00:00,2015,1,6,23,39,0,3552,72,3653,60.47,67.7
186,2015-01-09 00:00:00,2015,1,6,0,38,0,3334,72,3482,52.88,61.05
187,2015-01-09 01:00:00,2015,1,6,1,37,0,3486,73,3466,48.62,59.61
188,2015-01-09 02:00:00,2015,1,6,2,37,0,3492,42,3526,47.69,58.65
189,2015-01-09 03:00:00,2015,1,6,3,36,0,3541,29,3602,45.85,58.4
190,2015-01-09 04:00:00,2015,1,6,4,41,0,3603,41,3582,45.78,59.77
191,2015-01-09 05:00:00,2015,1,6,5,45,0,3952,34,3911,49.3,68.38
192,2015-01-09 06:00:00,2015,1,6,6,58,0,4209,65,4167,55.93,75.5
193,2015-01-09 07:00:00,2015,1,6,7,317,0,4171,386,4273,60.47,81.67
194,2015-01-09 08:00:00,2015,1,6,8,1107,0,3873,1217,3856,57.5,85.8
195,2015-01-09 09:00:00,2015,1,6,9,2133,0,3865,2336,3894,59.57,92.0
196,2015-01-09 10:00:00,2015,1,6,10,3193,0,3802,3164,3821,60.47,89.66
197,2015-01-09 11:00:00,2015,1,6,11,3932,0,3676,3407,3705,63.52,85.5
198,2015-01-09 12:00:00,2015,1,6,12,4156,0,3620,3874,3614,63.69,81.22
199,2015-01-09 13:00:00,2015,1,6,13,4285,0,3774,4218,3740,60.47,77.08
200,2015-01-09 14:00:00,2015,1,6,14,4135,0,4045,4084,3949,60.1,77.33
201,2015-01-09 15:00:00,2015,1,6,15,3883,0,4345,3846,4323,62.53,80.09
202,2015-01-09 16:00:00,2015,1,6,16,3513,0,4914,3394,4708,63.01,81.64
203,2015-01-09 17:00:00,2015,1,6,17,3253,0,5564,2711,5369,62.29,88.51
204,2015-01-09 18:00:00,2015,1,6,18,2403,0,5966,1832,5950,61.51,89.0
205,2015-01-09 19:00:00,2015,1,6,19,1060,0,5879,931,5984,65.5,87.11
206,2015-01-09 20:00:00,2015,1,6,20,530,0,5861,440,5860,67.67,82.13
207,2015-01-09 21:00:00,2015,1,6,21,444,0,5431,424,5616,61.51,78.39
208,2015-01-09 22:00:00,2015,1,6,22,386,0,5147,417,5120,54.9,72.17
209,2015-01-09 23:00:00,2015,1,7,23,384,0,996,268,1058,56.65,61.8
210,2015-01-10 00:00:00,2015,1,7,0,167,0,897,196,905,53.5,59.46
211,2015-01-10 01:00:00,2015,1,7,1,102,0,934,202,890,49.69,55.97
212,2015-01-10 02:00:00,2015,1,7,2,103,0,933,61,939,49.1,55.03
213,2015-01-10 03:00:00,2015,1,7,3,102,0,898,45,910,51.25,54.53
214,2015-01-10 04:00:00,2015,1,7,4,102,0,826,35,872,53.6,55.44
215,2015-01-10 05:00:00,2015,1,7,5,102,0,890,27,869,58.02,57.22
216,2015-01-10 06:00:00,2015,1,7,6,103,0,998,31,962,63.03,63.84
217,2015-01-10 07:00:00,2015,1,7,7,233,0,1183,237,1090,63.56,71.4
218,2015-01-10 08:00:00,2015,1,7,8,1209,0,1214,1093,1218,64.66,74.51
219,2015-01-10 09:00:00,2015,1,7,9,2927,0,852,2703,995,63.9,77.05
220,2015-01-10 10:00:00,2015,1,7,10,4515,0,828,4196,783,61.9,75.49
221,2015-01-10 11:00:00,2015,1,7,11,5044,0,1346,4699,1454,60.9,74.23
222,2015-01-10 12:00:00,2015,1,7,12,5107,0,2139,5068,2133,59.8,74.0
223,2015-01-10 13:00:00,2015,1,7,13,4900,0,2602,4903,2881,56.8,72.86
224,2015-01-10 14:00:00,2015,1,7,14,4463,0,3146,4585,3109,53.6,69.68
225,2015-01-10 15:00:00,2015,1,7,15,4215,0,3812,3645,3681,53.5,68.36
226,2015-01-10 16:00:00,2015,1,7,16,3756,0,4411,3526,4175,54.9,71.77
227,2015-01-10 17:00:00,2015,1,7,17,2857,0,4682,2622,4614,55.26,77.55
228,2015-01-10 18:00:00,2015,1,7,18,1303,0,4400,1492,4510,61.0,78.67
229,2015-01-10 19:00:00,2015,1,7,19,633,0,4443,723,4211,61.69,78.46
230,2015-01-10 20:00:00,2015,1,7,20,510,0,4419,496,4406,61.0,78.1
231,2015-01-10 21:00:00,2015,1,7,21,497,0,3976,453,4116,56.8,70.98
232,2015-01-10 22:00:00,2015,1,7,22,466,0,3299,461,3281,53.0,62.14
233,2015-01-10 23:00:00,2015,1,1,23,26,0,4256,23,4187,53.21,60.35
234,2015-01-11 00:00:00,2015,1,1,0,25,0,4802,3,4828,36.1,54.98
235,2015-01-11 01:00:00,2015,1,1,1,25,0,5261,14,5191,34.0,53.36
236,2015-01-11 02:00:00,2015,1,1,2,25,0,5647,17,5771,31.0,52.62
237,2015-01-11 03:00:00,2015,1,1,3,25,0,5907,32,5999,25.17,49.17
238,2015-01-11 04:00:00,2015,1,1,4,25,0,6487,27,6393,25.46,47.97
239,2015-01-11 05:00:00,2015,1,1,5,23,0,7036,10,7013,26.56,49.1
240,2015-01-11 06:00:00,2015,1,1,6,35,0,7397,35,7469,26.25,49.91
241,2015-01-11 07:00:00,2015,1,1,7,394,0,8140,348,8003,26.26,51.53
242,2015-01-11 08:00:00,2015,1,1,8,1228,0,9148,1019,8890,27.3,55.87
243,2015-01-11 09:00:00,2015,1,1,9,2045,0,9866,2140,10121,27.42,55.81
244,2015-01-11 10:00:00,2015,1,1,10,2423,0,10448,2592,10477,27.87,54.7
245,2015-01-11 11:00:00,2015,1,1,11,2437,0,10819,2741,10956,28.24,52.89
246,2015-01-11 12:00:00,2015,1,1,12,2022,0,11383,2672,11131,27.49,54.58
247,2015-01-11 13:00:00,2015,1,1,13,1630,0,11916,2300,11719,27.27,54.82
248,2015-01-11 14:00:00,2015,1,1,14,1334,0,12171,1672,12170,24.14,52.08
249,2015-01-11 15:00:00,2015,1,1,15,860,0,12258,880,12143,24.65,52.05
250,2015-01-11 16:00:00,2015,1,1,16,254,0,12239,354,12239,31.0,55.59
251,2015-01-11 17:00:00,2015,1,1,17,57,0,12399,42,12185,41.7,77.6
252,2015-01-11 18:00:00,2015,1,1,18,54,0,12793,10,12613,50.34,80.36
253,2015-01-11 19:00:00,2015,1,1,19,55,0,12806,0,12869,46.48,82.29
254,2015-01-11 20:00:00,2015,1,1,20,34,0,12675,5,12678,40.0,82.47
255,2015-01-11 21:00:00,2015,1,1,21,31,0,12677,7,12606,36.9,78.06
256,2015-01-11 22:00:00,2015,1,1,22,31,0,12580,3,12571,32.79,70.13
257,2015-01-11 23:00:00,2015,1,2,23,44,0,1661,21,1683,66.17,60.81
258,2015-01-12 00:00:00,2015,1,2,0,42,0,1436,18,1488,61.57,58.27
259,2015-01-12 01:00:00,2015,1,2,1,42,0,1350,8,1316,56.7,53.65
260,2015-01-12 02:00:00,2015,1,2,2,42,0,1386,15,1361,54.5,51.95
261,2015-01-12 03:00:00,2015,1,2,3,42,0,1349,11,1345,53.96,51.4
262,2015-01-12 04:00:00,2015,1,2,4,42,0,1286,11,1272,56.7,52.93
263,2015-01-12 05:00:00,2015,1,2,5,42,0,1263,13,1265,62.69,58.8
264,2015-01-12 06:00:00,2015,1,2,6,45,0,1266,31,1283,69.37,70.52
265,2015-01-12 07:00:00,2015,1,2,7,157,0,1237,188,1251,68.0,75.72
266,2015-01-12 08:00:00,2015,1,2,8,1104,0,1205,1051,1217,70.5,81.92
267,2015-01-12 09:00:00,2015,1,2,9,2190,0,1196,2116,1164,70.5,85.63
268,2015-01-12 10:00:00,2015,1,2,10,3012,0,1146,2841,1079,68.5,86.76
269,2015-01-12 11:00:00,2015,1,2,11,3262,0,1170,3487,1025,67.2,82.78
270,2015-01-12 12:00:00,2015,1,2,12,3208,0,1210,3466,1233,66.46,76.7
271,2015-01-12 13:00:00,2015,1,2,13,3027,0,1034,3264,1101,64.76,74.35
272,2015-01-12 14:00:00,2015,1,2,14,2630,0,924,2491,961,64.76,73.6
273,2015-01-12 15:00:00,2015,1,2,15,1615,0,905,1548,885,65.23,74.74
274,2015-01-12 16:00:00,2015,1,2,16,422,0,1091,817,994,66.5,76.34
275,2015-01-12 17:00:00,2015,1,2,17,86,0,1110,333,1212,72.5,84.23
276,2015-01-12 18:00:00,2015,1,2,18,63,0,1051,53,1088,72.58,87.72
277,2015-01-12 19:00:00,2015,1,2,19,56,0,1175,0,1135,72.07,86.54
278,2015-01-12 20:00:00,2015,1,2,20,44,0,1430,0,1385,68.8,81.3
279,2015-01-12 21:00:00,2015,1,2,21,42,0,1631,21,1642,65.23,69.06
280,2015-01-12 22:00:00,2015,1,2,22,42,0,1729,8,1746,63.29,62.43
281,2015-01-12 23:00:00,2015,1,3,23,32,0,8027,4,8097,46.17,55.61
282,2015-01-13 00:00:00,2015,1,3,0,32,0,7668,0,7806,42.0,52.54
283,2015-01-13 01:00:00,2015,1,3,1,32,0,7337,0,7376,40.8,50.97
284,2015-01-13 02:00:00,2015,1,3,2,32,0,6970,1,7098,39.69,49.57
285,2015-01-13 03:00:00,2015,1,3,3,32,0,6966,3,6814,39.2,48.74
286,2015-01-13 04:00:00,2015,1,3,4,32,0,6890,1,6962,40.0,49.56
287,2015-01-13 05:00:00,2015,1,3,5,32,0,6853,1,6887,44.93,53.96
288,2015-01-13 06:00:00,2015,1,3,6,37,0,6849,9,6901,58.34,65.89
289,2015-01-13 07:00:00,2015,1,3,7,56,0,6964,61,6887,62.2,73.97
290,2015-01-13 08:00:00,2015,1,3,8,516,0,6922,650,7022,66.2,78.25
291,2015-01-13 09:00:00,2015,1,3,9,1475,0,6320,1695,6650,68.52,83.44
292,2015-01-13 10:00:00,2015,1,3,10,2284,0,5670,2715,5847,66.49,81.74
293,2015-01-13 11:00:00,2015,1,3,11,2857,0,5901,3317,5519,63.31,78.22
294,2015-01-13 12:00:00,2015,1,3,12,3217,0,6300,3422,6002,61.84,74.18
295,2015-01-13 13:00:00,2015,1,3,13,3253,0,6635,3350,6334,57.46,69.45
296,2015-01-13 14:00:00,2015,1,3,14,3084,0,6481,3012,6593,57.59,69.58
297,2015-01-13 15:00:00,2015,1,3,15,2475,0,6184,2280,6291,60.69,72.97
298,2015-01-13 16:00:00,2015,1,3,16,1187,0,5758,1292,5959,62.56,75.59
299,2015-01-13 17:00:00,2015,1,3,17,303,0,5607,437,5636,67.11,86.26
300,2015-01-13 18:00:00,2015,1,3,18,98,0,5656,4,5604,70.2,88.57
301,2015-01-13 19:00:00,2015,1,3,19,80,0,5789,8,5820,69.1,87.32
302,2015-01-13 20:00:00,2015,1,3,20,44,0,5689,16,5901,63.89,80.78
303,2015-01-13 21:00:00,2015,1,3,21,44,0,5676,11,5718,61.84,77.41
304,2015-01-13 22:00:00,2015,1,3,22,35,0,5925,6,5770,54.96,67.0
305,2015-01-13 23:00:00,2015,1,4,23,28,0,6174,1,5993,48.04,60.23
306,2015-01-14 00:00:00,2015,1,4,0,28,0,6637,3,6256,43.22,54.69
307,2015-01-14 01:00:00,2015,1,4,1,27,0,6808,1,6577,43.05,53.88
308,2015-01-14 02:00:00,2015,1,4,2,27,0,6744,1,6625,43.21,53.19
