,ts,year,month,day,hour,generation_solar,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,price_day_ahead,price_actual
25088,2017-11-12 00:00:00,2017,11,1,0,27,0,10838,6,10838,15.0,57.92
25089,2017-11-12 01:00:00,2017,11,1,1,27,0,11015,6,10902,10.47,54.63
25090,2017-11-12 02:00:00,2017,11,1,2,26,0,11270,3,11243,5.48,52.56
25091,2017-11-12 03:00:00,2017,11,1,3,25,0,11535,0,11501,5.48,51.8
25092,2017-11-12 04:00:00,2017,11,1,4,25,0,11855,0,11983,12.4,51.53
25093,2017-11-12 05:00:00,2017,11,1,5,25,0,11578,1,11807,34.44,51.38
25094,2017-11-12 06:00:00,2017,11,1,6,25,0,11087,5,11197,54.29,52.12
25095,2017-11-12 07:00:00,2017,11,1,7,36,0,10925,45,11069,64.02,55.9
25096,2017-11-12 08:00:00,2017,11,1,8,136,0,10112,295,10360,68.04,57.44
25097,2017-11-12 09:00:00,2017,11,1,9,499,0,10491,649,10340,68.14,59.75
25098,2017-11-12 10:00:00,2017,11,1,10,899,0,10861,944,10718,66.62,59.41
25099,2017-11-12 11:00:00,2017,11,1,11,1242,0,11712,1124,11460,64.02,58.0
25100,2017-11-12 12:00:00,2017,11,1,12,1357,0,12649,1323,12368,59.06,59.03
25101,2017-11-12 13:00:00,2017,11,1,13,1250,0,13133,1344,12930,55.38,56.73
25102,2017-11-12 14:00:00,2017,11,1,14,1117,0,12639,1091,12720,54.13,55.63
25103,2017-11-12 15:00:00,2017,11,1,15,790,0,11517,647,11718,55.85,54.05
25104,2017-11-12 16:00:00,2017,11,1,16,223,0,10039,233,10276,66.12,57.48
25105,2017-11-12 17:00:00,2017,11,1,17,58,0,9501,37,9038,74.97,69.72
25106,2017-11-12 18:00:00,2017,11,1,18,61,0,9457,30,9308,75.72,72.18
25107,2017-11-12 19:00:00,2017,11,1,19,54,0,8921,36,9147,71.46,71.26
25108,2017-11-12 20:00:00,2017,11,1,20,0,0,0,36,8536,69.48,67.66
25109,2017-11-12 21:00:00,2017,11,1,21,10,0,7947,38,7920,65.02,60.39
25110,2017-11-12 22:00:00,2017,11,1,22,10,0,7099,42,6815,54.13,56.68
25111,2017-11-12 23:00:00,2017,11,2,23,47,0,10290,27,9967,43.69,51.26
25112,2017-11-13 00:00:00,2017,11,2,0,39,0,10868,15,10702,39.78,47.19
25113,2017-11-13 01:00:00,2017,11,2,1,32,0,10848,8,10990,34.55,41.89
25114,2017-11-13 02:00:00,2017,11,2,2,29,0,10712,8,10813,29.94,37.2
25115,2017-11-13 03:00:00,2017,11,2,3,29,0,11132,11,11005,30.08,37.39
25116,2017-11-13 04:00:00,2017,11,2,4,29,0,11404,11,11346,39.19,46.11
25117,2017-11-13 05:00:00,2017,11,2,5,29,0,11066,11,11151,47.56,55.11
25118,2017-11-13 06:00:00,2017,11,2,6,29,0,11063,28,11144,60.43,66.07
25119,2017-11-13 07:00:00,2017,11,2,7,411,0,11039,366,11062,60.53,67.59
25120,2017-11-13 08:00:00,2017,11,2,8,1639,0,11260,1419,11078,61.5,68.14
25121,2017-11-13 09:00:00,2017,11,2,9,2877,0,11819,2914,11650,58.52,64.59
25122,2017-11-13 10:00:00,2017,11,2,10,3780,0,11915,3834,11964,57.46,63.71
25123,2017-11-13 11:00:00,2017,11,2,11,3996,0,12369,4041,12176,56.5,62.83
25124,2017-11-13 12:00:00,2017,11,2,12,3985,0,12633,4077,12625,54.99,61.5
25125,2017-11-13 13:00:00,2017,11,2,13,3871,0,12680,3958,12396,52.76,59.74
25126,2017-11-13 14:00:00,2017,11,2,14,3613,0,12756,3494,12753,51.0,58.09
25127,2017-11-13 15:00:00,2017,11,2,15,2827,0,12294,2698,12490,52.49,59.3
25128,2017-11-13 16:00:00,2017,11,2,16,1308,0,11878,1447,11865,55.42,62.72
25129,2017-11-13 17:00:00,2017,11,2,17,449,0,11385,512,11419,61.84,70.1
25130,2017-11-13 18:00:00,2017,11,2,18,197,0,11438,169,11214,62.69,71.18
25131,2017-11-13 19:00:00,2017,11,2,19,128,0,11470,117,11394,63.85,71.59
25132,2017-11-13 20:00:00,2017,11,2,20,78,0,11379,58,11323,62.42,70.05
25133,2017-11-13 21:00:00,2017,11,2,21,43,0,11344,17,11205,60.64,67.07
25134,2017-11-13 22:00:00,2017,11,2,22,42,0,11365,23,11260,50.9,57.82
25135,2017-11-13 23:00:00,2017,11,3,23,51,0,10940,22,11099,48.19,53.18
25136,2017-11-14 00:00:00,2017,11,3,0,61,0,10789,17,10728,46.17,51.44
25137,2017-11-14 01:00:00,2017,11,3,1,62,0,10698,18,10684,45.18,50.48
25138,2017-11-14 02:00:00,2017,11,3,2,61,0,10272,23,10466,43.0,48.27
25139,2017-11-14 03:00:00,2017,11,3,3,49,0,9933,27,10018,43.78,49.06
25140,2017-11-14 04:00:00,2017,11,3,4,40,0,9909,30,9803,47.3,52.51
25141,2017-11-14 05:00:00,2017,11,3,5,39,0,9448,29,9647,49.69,54.84
25142,2017-11-14 06:00:00,2017,11,3,6,39,0,9016,46,9094,59.26,63.68
25143,2017-11-14 07:00:00,2017,11,3,7,435,0,8785,396,8855,62.45,68.64
25144,2017-11-14 08:00:00,2017,11,3,8,1789,0,8334,1572,8393,62.65,68.87
25145,2017-11-14 09:00:00,2017,11,3,9,3357,0,8142,3048,7976,60.84,65.88
25146,2017-11-14 10:00:00,2017,11,3,10,4144,0,7914,4074,7778,60.43,65.88
25147,2017-11-14 11:00:00,2017,11,3,11,0,0,0,4325,7561,60.53,66.17
25148,2017-11-14 12:00:00,2017,11,3,12,4213,0,7273,4284,7175,60.53,66.37
25149,2017-11-14 13:00:00,2017,11,3,13,4074,0,6760,4166,6860,60.53,66.56
25150,2017-11-14 14:00:00,2017,11,3,14,3799,0,6375,3776,6323,61.53,67.48
25151,2017-11-14 15:00:00,2017,11,3,15,3075,0,5963,2840,6046,62.45,68.61
25152,2017-11-14 16:00:00,2017,11,3,16,1439,0,5563,1377,5675,62.69,69.21
25153,2017-11-14 17:00:00,2017,11,3,17,451,0,5589,438,5616,66.69,74.18
25154,2017-11-14 18:00:00,2017,11,3,18,0,0,0,128,5679,68.05,75.45
25155,2017-11-14 19:00:00,2017,11,3,19,126,0,5899,97,5834,68.05,75.19
25156,2017-11-14 20:00:00,2017,11,3,20,85,0,5665,83,5511,66.48,74.25
25157,2017-11-14 21:00:00,2017,11,3,21,57,0,5417,29,5338,62.01,68.18
25158,2017-11-14 22:00:00,2017,11,3,22,48,0,5475,19,5161,60.44,66.27
25159,2017-11-14 23:00:00,2017,11,4,23,48,0,5101,20,5036,55.79,60.76
25160,2017-11-15 00:00:00,2017,11,4,0,47,0,4913,18,4852,52.52,57.09
25161,2017-11-15 01:00:00,2017,11,4,1,48,0,4580,18,4596,51.53,56.3
25162,2017-11-15 02:00:00,2017,11,4,2,47,0,4297,20,4257,49.05,53.98
25163,2017-11-15 03:00:00,2017,11,4,3,48,0,4144,18,4144,48.88,53.78
25164,2017-11-15 04:00:00,2017,11,4,4,48,0,3891,19,3914,50.45,56.96
25165,2017-11-15 05:00:00,2017,11,4,5,47,0,3552,19,3620,61.84,66.56
25166,2017-11-15 06:00:00,2017,11,4,6,48,0,3343,28,3281,67.07,72.01
25167,2017-11-15 07:00:00,2017,11,4,7,398,0,2987,362,3012,68.26,74.28
25168,2017-11-15 08:00:00,2017,11,4,8,1625,0,2468,1431,2575,69.25,75.2
25169,2017-11-15 09:00:00,2017,11,4,9,3062,0,1887,2939,2098,68.26,74.21
25170,2017-11-15 10:00:00,2017,11,4,10,3947,0,1667,3935,1693,67.89,74.12
25171,2017-11-15 11:00:00,2017,11,4,11,4081,0,1520,4146,1580,67.76,73.76
25172,2017-11-15 12:00:00,2017,11,4,12,4029,0,1348,4096,1416,68.2,74.26
25173,2017-11-15 13:00:00,2017,11,4,13,3885,0,1218,3907,1228,67.76,73.82
25174,2017-11-15 14:00:00,2017,11,4,14,3548,0,1119,3504,1099,67.89,73.97
25175,2017-11-15 15:00:00,2017,11,4,15,2784,0,1005,2677,988,68.05,74.2
25176,2017-11-15 16:00:00,2017,11,4,16,1301,0,1028,1392,930,70.53,78.35
25177,2017-11-15 17:00:00,2017,11,4,17,425,0,1197,474,1111,73.0,81.6
25178,2017-11-15 18:00:00,2017,11,4,18,239,0,1319,208,1310,75.0,83.39
25179,2017-11-15 19:00:00,2017,11,4,19,161,0,1499,180,1425,75.57,83.69
25180,2017-11-15 20:00:00,2017,11,4,20,67,0,1606,135,1560,71.39,79.05
25181,2017-11-15 21:00:00,2017,11,4,21,55,0,1550,55,1563,67.99,73.65
25182,2017-11-15 22:00:00,2017,11,4,22,53,0,1324,43,1388,66.37,71.99
25183,2017-11-15 23:00:00,2017,11,5,23,45,0,1223,17,1218,68.0,73.19
25184,2017-11-16 00:00:00,2017,11,5,0,36,0,1179,15,1162,57.74,63.18
25185,2017-11-16 01:00:00,2017,11,5,1,36,0,1142,18,1137,54.79,60.33
25186,2017-11-16 02:00:00,2017,11,5,2,34,0,1066,14,1094,51.83,57.44
25187,2017-11-16 03:00:00,2017,11,5,3,34,0,989,9,1010,51.28,57.5
25188,2017-11-16 04:00:00,2017,11,5,4,34,0,890,12,928,55.06,62.24
25189,2017-11-16 05:00:00,2017,11,5,5,34,0,804,12,814,68.01,73.03
25190,2017-11-16 06:00:00,2017,11,5,6,35,0,776,25,793,70.53,74.67
25191,2017-11-16 07:00:00,2017,11,5,7,362,0,782,356,776,71.75,77.56
25192,2017-11-16 08:00:00,2017,11,5,8,1563,0,699,1467,729,72.0,77.63
25193,2017-11-16 09:00:00,2017,11,5,9,2885,0,573,2992,598,71.04,76.88
25194,2017-11-16 10:00:00,2017,11,5,10,3875,0,529,3954,536,70.53,76.23
25195,2017-11-16 11:00:00,2017,11,5,11,4086,0,542,4197,511,70.28,75.88
25196,2017-11-16 12:00:00,2017,11,5,12,4010,0,681,4232,617,70.28,75.9
25197,2017-11-16 13:00:00,2017,11,5,13,3992,0,777,4043,758,70.28,75.85
25198,2017-11-16 14:00:00,2017,11,5,14,3755,0,858,3598,833,69.51,75.05
25199,2017-11-16 15:00:00,2017,11,5,15,2982,0,1019,2728,1000,69.51,75.35
25200,2017-11-16 16:00:00,2017,11,5,16,1386,0,1253,1337,1225,70.28,78.42
25201,2017-11-16 17:00:00,2017,11,5,17,426,0,1647,471,1603,72.05,81.09
25202,2017-11-16 18:00:00,2017,11,5,18,240,0,1963,199,2055,72.71,82.28
25203,2017-11-16 19:00:00,2017,11,5,19,133,0,2129,167,2105,72.82,81.93
25204,2017-11-16 20:00:00,2017,11,5,20,61,0,2215,57,2275,71.05,81.15
25205,2017-11-16 21:00:00,2017,11,5,21,59,0,2288,23,2310,70.27,75.99
25206,2017-11-16 22:00:00,2017,11,5,22,58,0,2239,27,2266,68.05,73.55
25207,2017-11-16 23:00:00,2017,11,6,23,53,0,2174,20,2200,70.87,75.22
25208,2017-11-17 00:00:00,2017,11,6,0,47,0,2251,17,2190,60.8,65.52
25209,2017-11-17 01:00:00,2017,11,6,1,48,0,2363,19,2316,57.26,61.41
25210,2017-11-17 02:00:00,2017,11,6,2,47,0,2537,20,2442,52.52,57.03
25211,2017-11-17 03:00:00,2017,11,6,3,48,0,2590,20,2567,52.1,56.6
25212,2017-11-17 04:00:00,2017,11,6,4,47,0,2746,20,2718,57.0,61.53
25213,2017-11-17 05:00:00,2017,11,6,5,43,0,2813,20,2865,69.3,74.17
25214,2017-11-17 06:00:00,2017,11,6,6,43,0,2754,25,2789,72.69,76.99
25215,2017-11-17 07:00:00,2017,11,6,7,329,0,2737,334,2719,72.05,78.19
25216,2017-11-17 08:00:00,2017,11,6,8,1534,0,2466,1377,2570,72.05,78.01
25217,2017-11-17 09:00:00,2017,11,6,9,2828,0,2081,2812,2198,71.4,76.88
25218,2017-11-17 10:00:00,2017,11,6,10,3838,0,1750,3761,1792,70.12,75.6
25219,2017-11-17 11:00:00,2017,11,6,11,4075,0,1444,4032,1498,71.04,76.46
25220,2017-11-17 12:00:00,2017,11,6,12,4028,0,1215,4117,1317,70.67,76.04
25221,2017-11-17 13:00:00,2017,11,6,13,3906,0,1250,4038,1229,68.9,74.66
25222,2017-11-17 14:00:00,2017,11,6,14,3625,0,1344,3547,1380,68.05,73.73
25223,2017-11-17 15:00:00,2017,11,6,15,2847,0,1782,2597,1667,67.05,72.88
25224,2017-11-17 16:00:00,2017,11,6,16,1302,0,2298,1292,2263,68.2,74.16
25225,2017-11-17 17:00:00,2017,11,6,17,403,0,2978,484,2920,70.87,78.74
25226,2017-11-17 18:00:00,2017,11,6,18,237,0,3605,219,3509,71.25,78.8
25227,2017-11-17 19:00:00,2017,11,6,19,154,0,3937,118,3816,71.25,78.67
25228,2017-11-17 20:00:00,2017,11,6,20,84,0,4037,67,4036,69.43,76.08
25229,2017-11-17 21:00:00,2017,11,6,21,54,0,4024,47,4028,68.52,73.92
25230,2017-11-17 22:00:00,2017,11,6,22,48,0,4339,31,4118,67.05,72.35
25231,2017-11-17 23:00:00,2017,11,7,23,46,0,4356,22,4335,60.53,65.28
25232,2017-11-18 00:00:00,2017,11,7,0,33,0,4499,12,4429,56.62,61.62
25233,2017-11-18 01:00:00,2017,11,7,1,31,0,4576,10,4585,52.95,58.03
25234,2017-11-18 02:00:00,2017,11,7,2,30,0,4768,11,4736,51.67,56.63
25235,2017-11-18 03:00:00,2017,11,7,3,30,0,5000,12,4889,50.14,54.98
25236,2017-11-18 04:00:00,2017,11,7,4,30,0,5340,10,5146,50.14,55.24
25237,2017-11-18 05:00:00,2017,11,7,5,30,0,5200,10,5256,52.95,57.64
25238,2017-11-18 06:00:00,2017,11,7,6,30,0,4991,13,5013,56.92,61.49
25239,2017-11-18 07:00:00,2017,11,7,7,320,0,4923,306,4886,57.0,62.2
25240,2017-11-18 08:00:00,2017,11,7,8,1558,0,4529,1285,4669,61.07,66.08
25241,2017-11-18 09:00:00,2017,11,7,9,2888,0,4078,2741,4081,61.2,66.18
25242,2017-11-18 10:00:00,2017,11,7,10,3861,0,4081,3759,3923,60.53,65.57
25243,2017-11-18 11:00:00,2017,11,7,11,4028,0,3855,4137,3945,59.5,64.51
25244,2017-11-18 12:00:00,2017,11,7,12,3969,0,3527,4062,3622,58.96,64.2
25245,2017-11-18 13:00:00,2017,11,7,13,3866,0,3213,3905,3336,57.82,63.23
25246,2017-11-18 14:00:00,2017,11,7,14,3610,0,3231,3549,3213,56.62,61.94
25247,2017-11-18 15:00:00,2017,11,7,15,2768,0,3452,2685,3413,58.48,63.71
25248,2017-11-18 16:00:00,2017,11,7,16,1257,0,3600,1333,3555,68.26,73.76
25249,2017-11-18 17:00:00,2017,11,7,17,404,0,3973,423,3887,72.69,79.34
25250,2017-11-18 18:00:00,2017,11,7,18,203,0,3941,149,4117,73.88,79.89
25251,2017-11-18 19:00:00,2017,11,7,19,128,0,3737,87,3794,68.26,74.59
25252,2017-11-18 20:00:00,2017,11,7,20,55,0,3796,39,3752,65.0,71.45
25253,2017-11-18 21:00:00,2017,11,7,21,49,0,3556,26,3715,64.67,69.97
25254,2017-11-18 22:00:00,2017,11,7,22,48,0,3173,27,3252,62.67,67.9
25255,2017-11-18 23:00:00,2017,11,1,23,38,0,3113,17,3082,59.37,63.96
25256,2017-11-19 00:00:00,2017,11,1,0,33,0,3086,11,3051,56.52,61.62
25257,2017-11-19 01:00:00,2017,11,1,1,32,0,2942,11,2982,53.1,57.83
25258,2017-11-19 02:00:00,2017,11,1,2,30,0,2863,10,2827,52.52,56.88
25259,2017-11-19 03:00:00,2017,11,1,3,31,0,2865,10,2844,52.09,56.54
25260,2017-11-19 04:00:00,2017,11,1,4,30,0,2861,10,2877,52.51,57.03
25261,2017-11-19 05:00:00,2017,11,1,5,30,0,2823,10,2848,52.52,57.04
25262,2017-11-19 06:00:00,2017,11,1,6,30,0,2799,12,2820,52.81,57.13
25263,2017-11-19 07:00:00,2017,11,1,7,291,0,2621,296,2614,53.02,58.09
25264,2017-11-19 08:00:00,2017,11,1,8,1486,0,2439,1269,2445,53.71,59.13
25265,2017-11-19 09:00:00,2017,11,1,9,2860,0,2207,2737,2273,55.26,61.02
25266,2017-11-19 10:00:00,2017,11,1,10,3798,0,2140,3748,2121,55.2,60.46
25267,2017-11-19 11:00:00,2017,11,1,11,3984,0,2177,4036,2141,56.96,62.41
25268,2017-11-19 12:00:00,2017,11,1,12,3955,0,2107,4123,2132,58.19,63.5
25269,2017-11-19 13:00:00,2017,11,1,13,3882,0,2094,3955,2084,56.89,62.09
25270,2017-11-19 14:00:00,2017,11,1,14,3647,0,2133,3451,2135,55.2,59.84
25271,2017-11-19 15:00:00,2017,11,1,15,2817,0,1954,2577,2047,56.45,62.05
25272,2017-11-19 16:00:00,2017,11,1,16,1242,0,1975,1241,1942,67.0,71.49
25273,2017-11-19 17:00:00,2017,11,1,17,389,0,2169,380,2119,73.73,80.69
25274,2017-11-19 18:00:00,2017,11,1,18,225,0,2170,160,2262,75.0,81.36
25275,2017-11-19 19:00:00,2017,11,1,19,151,0,2047,95,2060,74.19,80.85
25276,2017-11-19 20:00:00,2017,11,1,20,67,0,1891,58,1947,71.69,77.7
25277,2017-11-19 21:00:00,2017,11,1,21,64,0,1806,46,1824,69.72,75.25
25278,2017-11-19 22:00:00,2017,11,1,22,64,0,1848,46,1843,70.0,75.03
25279,2017-11-19 23:00:00,2017,11,2,23,63,0,1821,40,1864,70.19,74.73
25280,2017-11-20 00:00:00,2017,11,2,0,62,0,1692,40,1769,60.43,65.46
25281,2017-11-20 01:00:00,2017,11,2,1,53,0,1648,29,1650,57.0,61.9
25282,2017-11-20 02:00:00,2017,11,2,2,42,0,1687,23,1681,53.07,58.11
25283,2017-11-20 03:00:00,2017,11,2,3,42,0,1687,18,1676,53.07,58.05
25284,2017-11-20 04:00:00,2017,11,2,4,42,0,1708,19,1687,53.9,60.04
25285,2017-11-20 05:00:00,2017,11,2,5,41,0,1751,20,1705,70.1,75.97
25286,2017-11-20 06:00:00,2017,11,2,6,40,0,1731,22,1726,78.45,82.58
25287,2017-11-20 07:00:00,2017,11,2,7,305,0,1732,311,1739,75.0,80.78
25288,2017-11-20 08:00:00,2017,11,2,8,1528,0,1680,1331,1773,74.77,81.03
25289,2017-11-20 09:00:00,2017,11,2,9,2903,0,1510,2758,1606,73.03,78.55
25290,2017-11-20 10:00:00,2017,11,2,10,3817,0,1406,3755,1407,71.69,77.3
25291,2017-11-20 11:00:00,2017,11,2,11,3941,0,1401,4026,1370,69.74,75.36
25292,2017-11-20 12:00:00,2017,11,2,12,3918,0,1477,4108,1467,68.05,73.78
25293,2017-11-20 13:00:00,2017,11,2,13,3826,0,1410,3918,1439,64.47,70.43
25294,2017-11-20 14:00:00,2017,11,2,14,3587,0,1345,3470,1360,62.59,68.29
25295,2017-11-20 15:00:00,2017,11,2,15,2777,0,1253,2542,1278,62.3,68.07
25296,2017-11-20 16:00:00,2017,11,2,16,1241,0,1261,1211,1264,73.51,80.54
25297,2017-11-20 17:00:00,2017,11,2,17,381,0,1501,419,1400,78.01,87.08
25298,2017-11-20 18:00:00,2017,11,2,18,199,0,1614,161,1610,79.35,88.1
25299,2017-11-20 19:00:00,2017,11,2,19,134,0,1659,91,1653,75.0,82.36
25300,2017-11-20 20:00:00,2017,11,2,20,49,0,1685,44,1674,69.47,76.3
25301,2017-11-20 21:00:00,2017,11,2,21,46,0,1789,29,1765,64.62,70.31
25302,2017-11-20 22:00:00,2017,11,2,22,46,0,1878,33,1865,64.47,69.77
25303,2017-11-20 23:00:00,2017,11,3,23,46,0,2045,23,2012,67.4,71.63
25304,2017-11-21 00:00:00,2017,11,3,0,45,0,2217,23,2169,60.43,64.65
25305,2017-11-21 01:00:00,2017,11,3,1,33,0,2313,24,2269,55.35,59.77
25306,2017-11-21 02:00:00,2017,11,3,2,29,0,2368,24,2365,54.27,58.54
25307,2017-11-21 03:00:00,2017,11,3,3,30,0,2495,12,2411,53.0,57.48
25308,2017-11-21 04:00:00,2017,11,3,4,29,0,2565,11,2562,54.69,59.12
25309,2017-11-21 05:00:00,2017,11,3,5,30,0,2514,11,2578,56.0,61.22
25310,2017-11-21 06:00:00,2017,11,3,6,29,0,2422,14,2464,70.0,74.16
25311,2017-11-21 07:00:00,2017,11,3,7,271,0,2589,287,2544,74.38,80.3
25312,2017-11-21 08:00:00,2017,11,3,8,1441,0,2443,1295,2538,75.26,81.23
25313,2017-11-21 09:00:00,2017,11,3,9,2815,0,2019,2776,2191,72.45,77.93
25314,2017-11-21 10:00:00,2017,11,3,10,3795,0,1759,3654,1805,69.4,74.71
25315,2017-11-21 11:00:00,2017,11,3,11,3984,0,1708,3999,1679,68.72,74.06
25316,2017-11-21 12:00:00,2017,11,3,12,3952,0,1747,4019,1719,64.91,70.47
25317,2017-11-21 13:00:00,2017,11,3,13,3855,0,1748,3916,1768,62.65,68.22
25318,2017-11-21 14:00:00,2017,11,3,14,3618,0,1820,3439,1822,62.65,68.18
25319,2017-11-21 15:00:00,2017,11,3,15,2798,0,1885,2585,1891,62.65,68.4
25320,2017-11-21 16:00:00,2017,11,3,16,1220,0,2129,1320,2020,68.05,75.2
25321,2017-11-21 17:00:00,2017,11,3,17,415,0,2448,448,2480,75.0,82.78
25322,2017-11-21 18:00:00,2017,11,3,18,238,0,2748,183,2695,73.13,80.77
25323,2017-11-21 19:00:00,2017,11,3,19,183,0,3203,118,3063,69.9,77.45
25324,2017-11-21 20:00:00,2017,11,3,20,95,0,3639,79,3554,66.48,73.41
25325,2017-11-21 21:00:00,2017,11,3,21,88,0,3920,55,3939,61.84,67.46
25326,2017-11-21 22:00:00,2017,11,3,22,82,0,4162,60,4132,55.35,60.65
25327,2017-11-21 23:00:00,2017,11,4,23,54,0,4487,39,4391,56.35,61.13
25328,2017-11-22 00:00:00,2017,11,4,0,54,0,4774,23,4640,52.49,56.96
25329,2017-11-22 01:00:00,2017,11,4,1,54,0,4912,23,4825,49.59,54.18
25330,2017-11-22 02:00:00,2017,11,4,2,53,0,4831,19,4873,47.42,52.23
25331,2017-11-22 03:00:00,2017,11,4,3,54,0,4747,19,4757,47.14,52.1
25332,2017-11-22 04:00:00,2017,11,4,4,54,0,4601,19,4704,50.78,56.11
25333,2017-11-22 05:00:00,2017,11,4,5,52,0,4654,20,4592,62.08,67.71
25334,2017-11-22 06:00:00,2017,11,4,6,52,0,4917,22,4840,68.76,76.08
25335,2017-11-22 07:00:00,2017,11,4,7,273,0,4982,284,5044,71.69,80.65
25336,2017-11-22 08:00:00,2017,11,4,8,1401,0,4823,1212,4941,71.88,77.79
25337,2017-11-22 09:00:00,2017,11,4,9,2690,0,4671,2541,4741,69.51,75.66
25338,2017-11-22 10:00:00,2017,11,4,10,3552,0,4748,3445,4675,67.84,73.91
25339,2017-11-22 11:00:00,2017,11,4,11,3597,0,4879,3712,4879,65.0,71.23
25340,2017-11-22 12:00:00,2017,11,4,12,3389,0,5351,3722,5240,62.58,69.04
25341,2017-11-22 13:00:00,2017,11,4,13,3136,0,5332,3429,5647,56.44,62.54
25342,2017-11-22 14:00:00,2017,11,4,14,2790,0,5299,2925,5409,54.89,61.06
25343,2017-11-22 15:00:00,2017,11,4,15,2221,0,5222,2105,5307,53.79,60.66
25344,2017-11-22 16:00:00,2017,11,4,16,853,0,5601,975,5484,60.92,67.83
25345,2017-11-22 17:00:00,2017,11,4,17,169,0,6270,245,6172,65.33,74.45
25346,2017-11-22 18:00:00,2017,11,4,18,45,0,6950,50,6634,64.94,73.65
25347,2017-11-22 19:00:00,2017,11,4,19,43,0,8038,29,7678,62.58,69.95
25348,2017-11-22 20:00:00,2017,11,4,20,44,0,8572,30,8545,55.22,63.26
25349,2017-11-22 21:00:00,2017,11,4,21,40,0,9024,22,8917,53.69,60.85
25350,2017-11-22 22:00:00,2017,11,4,22,28,0,9159,11,9190,49.08,56.54
25351,2017-11-22 23:00:00,2017,11,5,23,26,0,9138,12,9188,47.34,53.13
25352,2017-11-23 00:00:00,2017,11,5,0,26,0,8761,10,8956,45.07,51.82
