,ts,year,month,day,hour,generation_solar,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,price_day_ahead,price_actual
10063,2016-02-24 22:00:00,2016,2,4,22,10,0,7054,11,7033,30.17,38.3
10064,2016-02-24 23:00:00,2016,2,5,23,10,0,7385,1,7301,24.04,32.11
10065,2016-02-25 00:00:00,2016,2,5,0,10,0,7615,0,7657,22.0,29.1
10066,2016-02-25 01:00:00,2016,2,5,1,10,0,8022,1,7803,16.69,24.27
10067,2016-02-25 02:00:00,2016,2,5,2,10,0,8762,1,8705,11.0,19.89
10068,2016-02-25 03:00:00,2016,2,5,3,10,0,9002,1,9112,9.05,17.69
10069,2016-02-25 04:00:00,2016,2,5,4,10,0,9400,1,9305,12.4,20.71
10070,2016-02-25 05:00:00,2016,2,5,5,10,0,9514,1,9482,21.87,31.21
10071,2016-02-25 06:00:00,2016,2,5,6,10,0,9598,68,9616,27.0,35.69
10072,2016-02-25 07:00:00,2016,2,5,7,251,0,9151,342,9370,32.0,43.19
10073,2016-02-25 08:00:00,2016,2,5,8,1208,0,8739,1013,8892,33.27,43.65
10074,2016-02-25 09:00:00,2016,2,5,9,2116,0,8560,1762,8518,32.12,43.96
10075,2016-02-25 10:00:00,2016,2,5,10,2826,0,8844,2539,8708,30.44,39.93
10076,2016-02-25 11:00:00,2016,2,5,11,2943,0,8963,2849,9063,30.07,39.51
10077,2016-02-25 12:00:00,2016,2,5,12,2839,0,8887,2853,8826,27.59,36.39
10078,2016-02-25 13:00:00,2016,2,5,13,2677,0,9149,2720,9028,25.0,34.31
10079,2016-02-25 14:00:00,2016,2,5,14,2430,0,9316,2344,9410,24.78,34.03
10080,2016-02-25 15:00:00,2016,2,5,15,1854,0,9075,1734,9065,25.39,34.09
10081,2016-02-25 16:00:00,2016,2,5,16,1341,0,8998,1139,9048,30.0,39.3
10082,2016-02-25 17:00:00,2016,2,5,17,456,0,8045,438,8462,32.6,47.51
10083,2016-02-25 18:00:00,2016,2,5,18,115,0,7492,93,7398,47.0,60.59
10084,2016-02-25 19:00:00,2016,2,5,19,51,0,7340,60,7413,40.7,54.19
10085,2016-02-25 20:00:00,2016,2,5,20,13,0,7133,31,7187,33.0,42.08
10086,2016-02-25 21:00:00,2016,2,5,21,13,0,6905,12,7032,31.0,39.95
10087,2016-02-25 22:00:00,2016,2,5,22,13,0,6812,2,6863,27.09,36.82
10088,2016-02-25 23:00:00,2016,2,6,23,14,0,7093,1,6919,25.44,32.73
10089,2016-02-26 00:00:00,2016,2,6,0,14,0,7222,0,7236,23.0,30.83
10090,2016-02-26 01:00:00,2016,2,6,1,11,0,6954,0,7055,21.11,30.88
10091,2016-02-26 02:00:00,2016,2,6,2,9,0,6966,0,6957,20.0,28.0
10092,2016-02-26 03:00:00,2016,2,6,3,9,0,6632,1,6863,20.0,28.65
10093,2016-02-26 04:00:00,2016,2,6,4,9,0,6366,1,6281,22.0,29.88
10094,2016-02-26 05:00:00,2016,2,6,5,10,0,6427,0,6491,27.35,34.65
10095,2016-02-26 06:00:00,2016,2,6,6,11,0,6402,34,6428,32.93,39.86
10096,2016-02-26 07:00:00,2016,2,6,7,157,0,6424,242,6525,36.08,45.22
10097,2016-02-26 08:00:00,2016,2,6,8,542,0,6543,724,6451,33.48,42.18
10098,2016-02-26 09:00:00,2016,2,6,9,880,0,7043,1241,6971,32.6,42.58
10099,2016-02-26 10:00:00,2016,2,6,10,1280,0,8069,1562,7712,29.5,38.64
10100,2016-02-26 11:00:00,2016,2,6,11,1408,0,8539,1582,8639,27.57,37.12
10101,2016-02-26 12:00:00,2016,2,6,12,1312,0,9292,1374,9001,25.06,33.22
10102,2016-02-26 13:00:00,2016,2,6,13,981,0,10037,1199,9897,24.0,32.0
10103,2016-02-26 14:00:00,2016,2,6,14,706,0,10421,927,10293,21.98,30.5
10104,2016-02-26 15:00:00,2016,2,6,15,427,0,10457,621,10455,21.0,29.53
10105,2016-02-26 16:00:00,2016,2,6,16,200,0,10351,376,10440,21.19,31.15
10106,2016-02-26 17:00:00,2016,2,6,17,47,0,9739,117,10020,21.26,33.92
10107,2016-02-26 18:00:00,2016,2,6,18,15,0,10113,9,9616,31.0,46.23
10108,2016-02-26 19:00:00,2016,2,6,19,15,0,10876,8,10754,31.18,45.32
10109,2016-02-26 20:00:00,2016,2,6,20,11,0,11255,4,11124,26.35,39.46
10110,2016-02-26 21:00:00,2016,2,6,21,11,0,11698,1,11444,21.92,30.75
10111,2016-02-26 22:00:00,2016,2,6,22,11,0,11599,0,11642,15.0,24.46
10112,2016-02-26 23:00:00,2016,2,7,23,9,0,11283,0,11424,6.5,13.84
10113,2016-02-27 00:00:00,2016,2,7,0,9,0,11025,1,11101,5.1,13.01
10114,2016-02-27 01:00:00,2016,2,7,1,9,0,11136,1,11044,5.09,11.78
10115,2016-02-27 02:00:00,2016,2,7,2,9,0,11656,2,11396,5.0,11.46
10116,2016-02-27 03:00:00,2016,2,7,3,9,0,11382,6,11645,4.0,11.23
10117,2016-02-27 04:00:00,2016,2,7,4,9,0,11819,6,11773,4.0,10.77
10118,2016-02-27 05:00:00,2016,2,7,5,9,0,11632,3,11806,4.0,11.93
10119,2016-02-27 06:00:00,2016,2,7,6,10,0,11361,57,11603,4.0,11.65
10120,2016-02-27 07:00:00,2016,2,7,7,101,0,11530,251,11484,5.0,13.19
10121,2016-02-27 08:00:00,2016,2,7,8,554,0,11887,880,11855,5.59,13.95
10122,2016-02-27 09:00:00,2016,2,7,9,1139,0,12367,1596,12315,7.6,15.67
10123,2016-02-27 10:00:00,2016,2,7,10,1736,0,12689,1941,12690,6.5,14.73
10124,2016-02-27 11:00:00,2016,2,7,11,2060,0,12676,2200,12665,5.59,13.83
10125,2016-02-27 12:00:00,2016,2,7,12,2237,0,12670,2286,12584,5.4,14.04
10126,2016-02-27 13:00:00,2016,2,7,13,2043,0,12955,2328,12781,5.1,15.21
10127,2016-02-27 14:00:00,2016,2,7,14,1969,0,13156,2156,13155,4.0,13.66
10128,2016-02-27 15:00:00,2016,2,7,15,1739,0,13260,1678,13316,4.0,11.44
10129,2016-02-27 16:00:00,2016,2,7,16,1280,0,13117,1127,13175,4.0,13.21
10130,2016-02-27 17:00:00,2016,2,7,17,679,0,12727,438,12983,5.0,15.41
10131,2016-02-27 18:00:00,2016,2,7,18,126,0,12679,145,12609,8.7,21.58
10132,2016-02-27 19:00:00,2016,2,7,19,23,0,12594,112,12681,10.5,21.96
10133,2016-02-27 20:00:00,2016,2,7,20,21,0,12723,50,12515,10.5,22.25
10134,2016-02-27 21:00:00,2016,2,7,21,21,0,12774,14,12724,8.44,17.0
10135,2016-02-27 22:00:00,2016,2,7,22,21,0,12493,33,12629,5.4,14.79
10136,2016-02-27 23:00:00,2016,2,1,23,21,0,12140,11,12102,8.0,14.6
10137,2016-02-28 00:00:00,2016,2,1,0,21,0,11938,9,11922,5.09,11.76
10138,2016-02-28 01:00:00,2016,2,1,1,21,0,11475,3,11753,4.0,10.07
10139,2016-02-28 02:00:00,2016,2,1,2,21,0,11271,2,11239,4.0,9.85
10140,2016-02-28 03:00:00,2016,2,1,3,20,0,11476,0,11437,3.35,9.33
10141,2016-02-28 04:00:00,2016,2,1,4,21,0,11301,0,11530,3.35,9.38
10142,2016-02-28 05:00:00,2016,2,1,5,17,0,11250,0,11200,3.35,9.69
10143,2016-02-28 06:00:00,2016,2,1,6,12,0,11153,53,11309,4.0,10.18
10144,2016-02-28 07:00:00,2016,2,1,7,179,0,11202,330,11241,4.0,12.36
10145,2016-02-28 08:00:00,2016,2,1,8,920,0,10983,1026,11091,5.0,12.27
10146,2016-02-28 09:00:00,2016,2,1,9,1757,0,11347,1881,11362,6.5,15.0
10147,2016-02-28 10:00:00,2016,2,1,10,2771,0,11346,2811,11426,6.5,14.56
10148,2016-02-28 11:00:00,2016,2,1,11,3139,0,10947,3173,11086,5.59,13.99
10149,2016-02-28 12:00:00,2016,2,1,12,3236,0,10926,3188,10818,5.5,13.79
10150,2016-02-28 13:00:00,2016,2,1,13,2979,0,11472,3053,11077,5.1,13.32
10151,2016-02-28 14:00:00,2016,2,1,14,2560,0,12048,2815,11950,4.1,12.8
10152,2016-02-28 15:00:00,2016,2,1,15,1915,0,12198,2296,12133,4.0,12.84
10153,2016-02-28 16:00:00,2016,2,1,16,1371,0,11975,1591,12029,5.0,13.1
10154,2016-02-28 17:00:00,2016,2,1,17,622,0,11927,636,11901,6.5,15.36
10155,2016-02-28 18:00:00,2016,2,1,18,341,0,11846,262,11950,11.6,22.62
10156,2016-02-28 19:00:00,2016,2,1,19,263,0,11729,175,11775,15.1,25.23
10157,2016-02-28 20:00:00,2016,2,1,20,177,0,11709,109,11666,17.3,27.39
10158,2016-02-28 21:00:00,2016,2,1,21,91,0,11876,104,11867,13.3,21.45
10159,2016-02-28 22:00:00,2016,2,1,22,33,0,11841,84,11733,10.1,17.23
10160,2016-02-28 23:00:00,2016,2,2,23,33,0,12097,56,12038,13.8,20.55
10161,2016-02-29 00:00:00,2016,2,2,0,32,0,11872,14,11926,8.5,15.73
10162,2016-02-29 01:00:00,2016,2,2,1,19,0,11385,11,11557,6.0,13.14
10163,2016-02-29 02:00:00,2016,2,2,2,17,0,11527,9,11436,5.1,12.54
10164,2016-02-29 03:00:00,2016,2,2,3,17,0,11509,7,11574,5.1,12.61
10165,2016-02-29 04:00:00,2016,2,2,4,17,0,11167,6,11223,6.0,14.38
10166,2016-02-29 05:00:00,2016,2,2,5,19,0,11806,8,11741,12.4,21.37
10167,2016-02-29 06:00:00,2016,2,2,6,28,0,12071,88,12080,22.12,29.49
10168,2016-02-29 07:00:00,2016,2,2,7,336,0,12032,455,11958,25.15,34.21
10169,2016-02-29 08:00:00,2016,2,2,8,1340,0,11891,1393,11991,27.0,34.96
10170,2016-02-29 09:00:00,2016,2,2,9,2786,0,12110,2645,11878,27.0,36.38
10171,2016-02-29 10:00:00,2016,2,2,10,3836,0,12497,4003,12415,22.19,31.87
10172,2016-02-29 11:00:00,2016,2,2,11,4290,0,12534,4549,12690,21.21,31.14
10173,2016-02-29 12:00:00,2016,2,2,12,4418,0,12481,4624,12417,21.69,30.28
10174,2016-02-29 13:00:00,2016,2,2,13,4434,0,12552,4566,12466,21.0,29.81
10175,2016-02-29 14:00:00,2016,2,2,14,4212,0,12384,4249,12461,18.13,26.97
10176,2016-02-29 15:00:00,2016,2,2,15,3794,0,12395,3749,12350,20.0,28.89
10177,2016-02-29 16:00:00,2016,2,2,16,3059,0,12187,2835,12255,19.5,29.28
10178,2016-02-29 17:00:00,2016,2,2,17,1586,0,11775,1486,11882,27.15,39.3
10179,2016-02-29 18:00:00,2016,2,2,18,566,0,11542,622,11511,42.78,55.77
10180,2016-02-29 19:00:00,2016,2,2,19,429,0,11514,431,11485,40.0,52.45
10181,2016-02-29 20:00:00,2016,2,2,20,418,0,10891,371,11023,36.71,47.62
10182,2016-02-29 21:00:00,2016,2,2,21,393,0,10404,308,10503,33.07,41.41
10183,2016-02-29 22:00:00,2016,2,2,22,363,0,10094,284,10102,25.15,33.78
10184,2016-02-29 23:00:00,2016,3,3,23,27,0,8781,0,8300,30.25,32.29
10185,2016-03-01 00:00:00,2016,3,3,0,27,0,9680,1,9563,20.1,27.56
10186,2016-03-01 01:00:00,2016,3,3,1,25,0,10326,1,10227,14.64,25.81
10187,2016-03-01 02:00:00,2016,3,3,2,22,0,10421,1,10392,10.12,26.39
10188,2016-03-01 03:00:00,2016,3,3,3,21,0,10591,1,10640,7.14,26.95
10189,2016-03-01 04:00:00,2016,3,3,4,21,0,10717,1,10652,9.41,28.07
10190,2016-03-01 05:00:00,2016,3,3,5,21,0,10783,1,10719,4.14,33.38
10191,2016-03-01 06:00:00,2016,3,3,6,22,0,11192,4,11116,7.08,41.88
10192,2016-03-01 07:00:00,2016,3,3,7,25,0,11970,29,11904,11.4,50.03
10193,2016-03-01 08:00:00,2016,3,3,8,146,0,12477,254,12532,17.64,52.6
10194,2016-03-01 09:00:00,2016,3,3,9,444,0,12713,565,12884,19.99,48.33
10195,2016-03-01 10:00:00,2016,3,3,10,658,0,13033,739,12889,22.11,43.58
10196,2016-03-01 11:00:00,2016,3,3,11,727,0,13863,884,13672,22.68,41.39
10197,2016-03-01 12:00:00,2016,3,3,12,715,0,14520,884,14329,22.0,41.04
10198,2016-03-01 13:00:00,2016,3,3,13,604,0,14893,769,14786,19.89,38.74
10199,2016-03-01 14:00:00,2016,3,3,14,457,0,15329,555,15220,17.75,37.76
10200,2016-03-01 15:00:00,2016,3,3,15,204,0,15304,325,15348,18.76,35.45
10201,2016-03-01 16:00:00,2016,3,3,16,77,0,15277,155,15333,21.8,36.76
10202,2016-03-01 17:00:00,2016,3,3,17,28,0,15287,20,15198,26.76,42.5
10203,2016-03-01 18:00:00,2016,3,3,18,28,0,15435,0,15379,27.23,49.94
10204,2016-03-01 19:00:00,2016,3,3,19,27,0,15193,0,15331,25.33,50.38
10205,2016-03-01 20:00:00,2016,3,3,20,23,0,14988,0,14963,23.65,47.88
10206,2016-03-01 21:00:00,2016,3,3,21,23,0,14910,0,14889,22.57,39.46
10207,2016-03-01 22:00:00,2016,3,3,22,22,0,14897,1,14988,21.01,32.05
10208,2016-03-01 23:00:00,2016,3,4,23,19,0,4819,5,4787,33.54,31.7
10209,2016-03-02 00:00:00,2016,3,4,0,19,0,4946,0,5092,32.0,27.7
10210,2016-03-02 01:00:00,2016,3,4,1,19,0,5132,0,5135,28.0,23.87
10211,2016-03-02 02:00:00,2016,3,4,2,19,0,5550,0,5523,27.69,22.97
10212,2016-03-02 03:00:00,2016,3,4,3,19,0,6090,0,6012,27.0,23.27
10213,2016-03-02 04:00:00,2016,3,4,4,19,0,6819,0,6733,27.0,25.31
10214,2016-03-02 05:00:00,2016,3,4,5,18,0,7608,1,7397,28.62,29.75
10215,2016-03-02 06:00:00,2016,3,4,6,25,0,8043,10,7999,35.94,33.8
10216,2016-03-02 07:00:00,2016,3,4,7,66,0,7713,135,7760,37.64,39.44
10217,2016-03-02 08:00:00,2016,3,4,8,598,0,7447,681,7502,37.1,40.69
10218,2016-03-02 09:00:00,2016,3,4,9,1317,0,7601,1461,7572,36.49,39.93
10219,2016-03-02 10:00:00,2016,3,4,10,1882,0,8184,2009,8044,36.0,37.46
10220,2016-03-02 11:00:00,2016,3,4,11,2258,0,8532,2381,8564,34.9,35.62
10221,2016-03-02 12:00:00,2016,3,4,12,2466,0,8783,2681,8773,36.69,34.55
10222,2016-03-02 13:00:00,2016,3,4,13,2446,0,9026,2656,9027,35.19,29.58
10223,2016-03-02 14:00:00,2016,3,4,14,2184,0,9278,2197,9191,33.54,27.19
10224,2016-03-02 15:00:00,2016,3,4,15,1665,0,9506,1479,9485,33.54,25.54
10225,2016-03-02 16:00:00,2016,3,4,16,887,0,9459,805,9562,33.54,28.69
10226,2016-03-02 17:00:00,2016,3,4,17,158,0,9265,197,9350,36.69,35.72
10227,2016-03-02 18:00:00,2016,3,4,18,27,0,9218,83,9232,36.19,45.49
10228,2016-03-02 19:00:00,2016,3,4,19,26,0,9069,30,9127,36.19,45.42
10229,2016-03-02 20:00:00,2016,3,4,20,14,0,8856,24,9014,34.06,38.75
10230,2016-03-02 21:00:00,2016,3,4,21,14,0,8289,0,8522,33.69,36.69
10231,2016-03-02 22:00:00,2016,3,4,22,14,0,7893,0,8023,32.3,33.02
10232,2016-03-02 23:00:00,2016,3,5,23,225,0,10057,313,10082,21.19,28.64
10233,2016-03-03 00:00:00,2016,3,5,0,151,0,9623,199,9658,19.5,28.27
10234,2016-03-03 01:00:00,2016,3,5,1,149,0,9153,143,9209,17.99,27.2
10235,2016-03-03 02:00:00,2016,3,5,2,126,0,8939,65,8871,17.49,26.91
10236,2016-03-03 03:00:00,2016,3,5,3,72,0,8402,52,8473,17.72,26.84
10237,2016-03-03 04:00:00,2016,3,5,4,32,0,8286,45,8183,18.1,27.26
10238,2016-03-03 05:00:00,2016,3,5,5,32,0,8152,42,8186,21.75,31.36
10239,2016-03-03 06:00:00,2016,3,5,6,65,0,7967,94,8005,26.0,34.47
10240,2016-03-03 07:00:00,2016,3,5,7,547,0,7639,667,7782,30.0,41.14
10241,2016-03-03 08:00:00,2016,3,5,8,1957,0,7100,1895,7285,31.86,42.93
10242,2016-03-03 09:00:00,2016,3,5,9,3651,0,7093,3412,7057,30.0,41.03
10243,2016-03-03 10:00:00,2016,3,5,10,4613,0,7296,4718,7200,28.69,37.43
10244,2016-03-03 11:00:00,2016,3,5,11,5016,0,8171,5020,7774,27.3,36.59
10245,2016-03-03 12:00:00,2016,3,5,12,5173,0,9144,5131,8914,25.56,34.61
10246,2016-03-03 13:00:00,2016,3,5,13,5169,0,9718,4897,9748,22.0,31.27
10247,2016-03-03 14:00:00,2016,3,5,14,4856,0,9887,4623,10024,20.32,29.9
10248,2016-03-03 15:00:00,2016,3,5,15,4387,0,9829,4080,9780,20.32,29.2
10249,2016-03-03 16:00:00,2016,3,5,16,3568,0,9524,3256,9519,22.18,31.61
10250,2016-03-03 17:00:00,2016,3,5,17,1927,0,8576,1852,8928,27.67,38.19
10251,2016-03-03 18:00:00,2016,3,5,18,866,0,7866,876,7800,37.13,49.95
10252,2016-03-03 19:00:00,2016,3,5,19,687,0,7441,639,7439,37.13,49.72
10253,2016-03-03 20:00:00,2016,3,5,20,631,0,7338,570,7160,33.0,45.93
10254,2016-03-03 21:00:00,2016,3,5,21,630,0,7127,513,7153,32.62,44.12
10255,2016-03-03 22:00:00,2016,3,5,22,503,0,6901,519,6896,28.78,36.62
10256,2016-03-03 23:00:00,2016,3,6,23,199,0,8826,207,8512,19.59,33.77
10257,2016-03-04 00:00:00,2016,3,6,0,150,0,8729,153,8926,18.07,31.33
10258,2016-03-04 01:00:00,2016,3,6,1,128,0,8502,108,8552,15.0,28.89
10259,2016-03-04 02:00:00,2016,3,6,2,128,0,8249,100,8340,12.1,27.08
10260,2016-03-04 03:00:00,2016,3,6,3,128,0,7973,99,8101,8.69,26.1
10261,2016-03-04 04:00:00,2016,3,6,4,104,0,7754,63,7858,9.0,26.44
10262,2016-03-04 05:00:00,2016,3,6,5,21,0,7744,16,7730,11.01,28.69
10263,2016-03-04 06:00:00,2016,3,6,6,36,0,7795,74,7758,11.7,32.99
10264,2016-03-04 07:00:00,2016,3,6,7,210,0,7899,308,7907,12.1,44.13
10265,2016-03-04 08:00:00,2016,3,6,8,753,0,7834,898,8054,17.14,43.56
10266,2016-03-04 09:00:00,2016,3,6,9,1430,0,8309,1624,8077,17.36,41.22
10267,2016-03-04 10:00:00,2016,3,6,10,2390,0,9359,2175,9019,17.46,33.21
10268,2016-03-04 11:00:00,2016,3,6,11,2947,0,10359,2544,10172,16.15,28.61
10269,2016-03-04 12:00:00,2016,3,6,12,2942,0,11198,2903,11217,13.48,25.52
10270,2016-03-04 13:00:00,2016,3,6,13,2690,0,11534,2993,11656,9.2,21.44
10271,2016-03-04 14:00:00,2016,3,6,14,2472,0,11913,2786,11788,7.59,20.31
10272,2016-03-04 15:00:00,2016,3,6,15,2265,0,12434,2412,12283,6.0,19.95
10273,2016-03-04 16:00:00,2016,3,6,16,1751,0,12536,1946,12329,6.0,20.38
10274,2016-03-04 17:00:00,2016,3,6,17,1118,0,12118,1353,12093,7.0,22.98
10275,2016-03-04 18:00:00,2016,3,6,18,472,0,11535,643,11707,9.85,30.49
10276,2016-03-04 19:00:00,2016,3,6,19,195,0,10320,173,10487,19.75,32.58
10277,2016-03-04 20:00:00,2016,3,6,20,157,0,9221,101,9403,25.01,31.88
10278,2016-03-04 21:00:00,2016,3,6,21,157,0,8483,94,8601,24.32,24.16
10279,2016-03-04 22:00:00,2016,3,6,22,157,0,7585,80,7700,20.9,21.72
10280,2016-03-04 23:00:00,2016,3,7,23,724,0,7421,681,7417,22.69,19.27
10281,2016-03-05 00:00:00,2016,3,7,0,720,0,7397,676,7345,18.69,16.11
10282,2016-03-05 01:00:00,2016,3,7,1,722,0,7390,672,7397,16.99,12.73
10283,2016-03-05 02:00:00,2016,3,7,2,721,0,7416,672,7370,15.89,13.56
10284,2016-03-05 03:00:00,2016,3,7,3,701,0,7561,673,7462,15.46,12.39
10285,2016-03-05 04:00:00,2016,3,7,4,677,0,7460,636,7506,15.89,13.35
10286,2016-03-05 05:00:00,2016,3,7,5,540,0,7437,457,7407,18.19,15.41
10287,2016-03-05 06:00:00,2016,3,7,6,362,0,7448,368,7391,26.19,16.81
10288,2016-03-05 07:00:00,2016,3,7,7,1147,0,7025,1083,7253,30.01,18.71
10289,2016-03-05 08:00:00,2016,3,7,8,3393,0,6356,3051,6434,27.9,19.18
10290,2016-03-05 09:00:00,2016,3,7,9,4805,0,6151,4461,6111,27.9,19.57
10291,2016-03-05 10:00:00,2016,3,7,10,5306,0,6081,4872,6118,29.67,18.27
10292,2016-03-05 11:00:00,2016,3,7,11,5598,0,5817,5300,5982,31.55,17.85
10293,2016-03-05 12:00:00,2016,3,7,12,5744,0,5629,5741,5665,29.72,18.02
10294,2016-03-05 13:00:00,2016,3,7,13,5714,0,5572,5796,5634,30.0,18.58
10295,2016-03-05 14:00:00,2016,3,7,14,5610,0,5473,5655,5549,28.11,18.82
10296,2016-03-05 15:00:00,2016,3,7,15,5364,0,5468,5355,5487,28.16,16.87
10297,2016-03-05 16:00:00,2016,3,7,16,4930,0,5564,4829,5530,28.01,18.03
10298,2016-03-05 17:00:00,2016,3,7,17,4358,0,5988,4176,5841,28.51,19.72
10299,2016-03-05 18:00:00,2016,3,7,18,3423,0,6489,3183,6427,31.69,25.49
10300,2016-03-05 19:00:00,2016,3,7,19,1839,0,6738,1820,6708,32.1,34.54
10301,2016-03-05 20:00:00,2016,3,7,20,908,0,7196,1026,7115,32.8,34.04
10302,2016-03-05 21:00:00,2016,3,7,21,726,0,7543,748,7566,31.7,28.94
10303,2016-03-05 22:00:00,2016,3,7,22,723,0,7217,688,7364,28.69,20.76
10304,2016-03-05 23:00:00,2016,3,1,23,499,0,2013,445,2060,43.04,27.9
10305,2016-03-06 00:00:00,2016,3,1,0,415,0,1771,421,1852,41.19,21.05
10306,2016-03-06 01:00:00,2016,3,1,1,338,0,1657,299,1669,40.77,18.65
10307,2016-03-06 02:00:00,2016,3,1,2,277,0,1595,266,1611,40.92,18.55
10308,2016-03-06 03:00:00,2016,3,1,3,274,0,1646,251,1625,40.69,18.1
10309,2016-03-06 04:00:00,2016,3,1,4,241,0,1692,203,1691,40.92,18.07
10310,2016-03-06 05:00:00,2016,3,1,5,124,0,1586,142,1620,41.93,17.88
10311,2016-03-06 06:00:00,2016,3,1,6,248,0,1407,358,1448,42.5,18.01
10312,2016-03-06 07:00:00,2016,3,1,7,868,0,1142,1127,1223,44.5,19.7
10313,2016-03-06 08:00:00,2016,3,1,8,2021,0,980,2578,966,43.0,19.85
10314,2016-03-06 09:00:00,2016,3,1,9,3327,0,968,3774,956,42.5,18.79
10315,2016-03-06 10:00:00,2016,3,1,10,4141,0,1102,4091,1048,42.0,19.92
10316,2016-03-06 11:00:00,2016,3,1,11,4609,0,1251,4588,1292,42.0,19.6
10317,2016-03-06 12:00:00,2016,3,1,12,4945,0,1610,4959,1497,42.0,19.47
10318,2016-03-06 13:00:00,2016,3,1,13,4951,0,2075,4863,2047,40.79,19.85
10319,2016-03-06 14:00:00,2016,3,1,14,4838,0,2530,4684,2479,39.07,18.27
10320,2016-03-06 15:00:00,2016,3,1,15,4675,0,2973,4460,2938,37.3,17.8
10321,2016-03-06 16:00:00,2016,3,1,16,4219,0,3063,4005,3208,37.5,19.86
