,ts,generation_solar,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,price_day_ahead,price_actual
20040,2017-04-15 16:00:00,3266,0,6450,3322,6414,36.0,46.03
20041,2017-04-15 17:00:00,1907,0,6522,2132,6702,39.24,48.68
20042,2017-04-15 18:00:00,773,0,6498,997,6584,44.91,53.36
20043,2017-04-15 19:00:00,407,0,6856,435,6718,50.9,58.25
20044,2017-04-15 20:00:00,293,0,7030,294,7155,46.7,54.5
20045,2017-04-15 21:00:00,208,0,6853,257,7070,46.07,53.78
20046,2017-04-15 22:00:00,200,0,6586,200,6663,46.95,56.44
20047,2017-04-15 23:00:00,188,0,6406,149,6496,38.59,49.15
20048,2017-04-16 00:00:00,152,0,6204,137,6235,35.51,46.39
20049,2017-04-16 01:00:00,135,0,6095,102,6094,33.99,45.89
20050,2017-04-16 02:00:00,75,0,5812,59,5933,33.1,45.35
20051,2017-04-16 03:00:00,33,0,5293,28,5510,32.62,44.0
20052,2017-04-16 04:00:00,30,0,4708,14,4916,32.62,43.09
20053,2017-04-16 05:00:00,51,0,4472,64,4490,32.12,42.75
20054,2017-04-16 06:00:00,472,0,4481,540,4456,33.32,45.27
20055,2017-04-16 07:00:00,1379,0,3788,1472,3991,37.84,49.81
20056,2017-04-16 08:00:00,2465,0,3515,2522,3488,40.0,49.57
20057,2017-04-16 09:00:00,3227,0,3462,3315,3416,40.0,49.8
20058,2017-04-16 10:00:00,3804,0,3320,3782,3399,40.0,49.69
20059,2017-04-16 11:00:00,4184,0,3144,4122,3214,40.49,50.39
20060,2017-04-16 12:00:00,4292,0,3092,4229,3118,40.49,50.58
20061,2017-04-16 13:00:00,4327,0,3196,4277,3221,39.6,49.86
20062,2017-04-16 14:00:00,4318,0,3192,4075,3220,38.9,49.34
20063,2017-04-16 15:00:00,3930,0,3402,3655,3348,39.24,48.87
20064,2017-04-16 16:00:00,3182,0,3432,3002,3502,38.9,48.71
20065,2017-04-16 17:00:00,2022,0,3433,2019,3484,40.49,49.81
20066,2017-04-16 18:00:00,859,0,3519,1043,3454,50.69,57.66
20067,2017-04-16 19:00:00,396,0,3924,623,3827,53.12,59.72
20068,2017-04-16 20:00:00,331,0,4004,342,4081,52.2,58.44
20069,2017-04-16 21:00:00,245,0,3879,246,3919,51.04,56.94
20070,2017-04-16 22:00:00,170,0,3620,247,3680,48.69,56.32
20071,2017-04-16 23:00:00,72,0,3344,205,3397,40.69,49.55
20072,2017-04-17 00:00:00,26,0,3126,125,3134,40.49,49.39
20073,2017-04-17 01:00:00,20,0,2783,79,2783,40.69,49.59
20074,2017-04-17 02:00:00,20,0,2345,58,2412,43.9,52.66
20075,2017-04-17 03:00:00,19,0,1969,11,2039,48.69,56.72
20076,2017-04-17 04:00:00,19,0,1685,5,1722,50.69,59.52
20077,2017-04-17 05:00:00,41,0,1438,73,1479,53.18,61.21
20078,2017-04-17 06:00:00,513,0,1294,696,1250,53.12,63.45
20079,2017-04-17 07:00:00,1685,0,912,1943,1040,53.96,62.88
20080,2017-04-17 08:00:00,3633,0,640,3826,688,52.15,60.53
20081,2017-04-17 09:00:00,4692,0,536,4748,578,51.43,60.23
20082,2017-04-17 10:00:00,5069,0,526,5281,576,51.04,59.85
20083,2017-04-17 11:00:00,5218,0,594,5522,630,51.43,60.34
20084,2017-04-17 12:00:00,5134,0,900,5484,850,51.04,60.28
20085,2017-04-17 13:00:00,4916,0,1392,5290,1289,49.91,58.7
20086,2017-04-17 14:00:00,4705,0,1930,4966,1858,48.69,57.03
20087,2017-04-17 15:00:00,4301,0,2571,4473,2435,47.89,56.3
20088,2017-04-17 16:00:00,3605,0,3130,3642,3060,43.64,53.24
20089,2017-04-17 17:00:00,2486,0,3684,2380,3594,40.9,50.0
20090,2017-04-17 18:00:00,1108,0,4041,1299,4202,49.12,56.9
20091,2017-04-17 19:00:00,629,0,4513,768,4483,51.04,58.78
20092,2017-04-17 20:00:00,582,0,4568,580,4841,48.0,55.99
20093,2017-04-17 21:00:00,580,0,4863,528,4822,41.28,49.36
20094,2017-04-17 22:00:00,573,0,5047,523,4945,40.69,47.16
20095,2017-04-17 23:00:00,519,0,5084,471,5052,39.31,46.78
20096,2017-04-18 00:00:00,440,0,5215,385,5188,36.54,43.19
20097,2017-04-18 01:00:00,303,0,5332,346,5301,36.19,42.79
20098,2017-04-18 02:00:00,238,0,5248,323,5230,35.89,43.48
20099,2017-04-18 03:00:00,130,0,5346,137,5263,35.94,44.77
20100,2017-04-18 04:00:00,47,0,5739,33,5584,40.49,48.3
20101,2017-04-18 05:00:00,65,0,6394,93,6156,49.54,55.72
20102,2017-04-18 06:00:00,520,0,6468,610,6490,50.2,58.76
20103,2017-04-18 07:00:00,1728,0,6289,1830,6175,51.04,58.19
20104,2017-04-18 08:00:00,3535,0,6549,3375,6332,50.37,57.86
20105,2017-04-18 09:00:00,4380,0,6722,4376,6658,49.12,57.68
20106,2017-04-18 10:00:00,4797,0,6707,4994,6730,48.69,57.01
20107,2017-04-18 11:00:00,5026,0,6642,5236,6694,47.89,56.49
20108,2017-04-18 12:00:00,5085,0,6530,4980,6552,46.18,54.96
20109,2017-04-18 13:00:00,4964,0,6815,4793,6642,40.69,48.19
20110,2017-04-18 14:00:00,4766,0,7273,4521,7099,40.49,47.92
20111,2017-04-18 15:00:00,4217,0,7813,4127,7664,40.49,47.62
20112,2017-04-18 16:00:00,3479,0,8769,3438,8383,40.0,47.68
20113,2017-04-18 17:00:00,2272,0,9727,2364,9446,40.49,48.32
20114,2017-04-18 18:00:00,1014,0,10215,1195,10196,46.18,53.4
20115,2017-04-18 19:00:00,544,0,10415,636,10675,49.54,57.12
20116,2017-04-18 20:00:00,448,0,10416,481,10547,40.49,49.66
20117,2017-04-18 21:00:00,414,0,10536,424,10582,37.95,46.05
20118,2017-04-18 22:00:00,313,0,10687,353,10613,36.89,43.44
20119,2017-04-18 23:00:00,197,0,10822,285,10732,33.44,41.75
20120,2017-04-19 00:00:00,164,0,11108,238,10967,31.2,38.6
20121,2017-04-19 01:00:00,130,0,11436,99,11305,30.25,37.79
20122,2017-04-19 02:00:00,78,0,11815,62,11693,30.83,38.42
20123,2017-04-19 03:00:00,76,0,11924,14,11867,31.81,39.55
20124,2017-04-19 04:00:00,76,0,12050,1,12044,38.9,47.1
20125,2017-04-19 05:00:00,59,0,11794,45,11882,46.88,53.62
20126,2017-04-19 06:00:00,337,0,11211,483,11401,49.54,57.34
20127,2017-04-19 07:00:00,1091,0,10931,1491,10781,48.02,55.16
20128,2017-04-19 08:00:00,2208,0,11235,2864,10887,43.64,50.92
20129,2017-04-19 09:00:00,3146,0,11285,3315,11280,40.0,48.33
20130,2017-04-19 10:00:00,3735,0,11050,3769,11079,40.04,48.32
20131,2017-04-19 11:00:00,4065,0,10950,3960,11001,40.49,49.06
20132,2017-04-19 12:00:00,4047,0,10943,3991,10888,37.09,46.22
20133,2017-04-19 13:00:00,3777,0,11345,3906,11194,36.73,45.18
20134,2017-04-19 14:00:00,3290,0,11632,3558,11562,36.44,44.74
20135,2017-04-19 15:00:00,2579,0,12220,2978,12055,36.89,44.93
20136,2017-04-19 16:00:00,1727,0,12768,2193,12629,38.92,46.75
20137,2017-04-19 17:00:00,809,0,12977,1245,13021,41.19,48.68
20138,2017-04-19 18:00:00,231,0,12875,446,13005,45.69,52.87
20139,2017-04-19 19:00:00,115,0,12694,165,12810,48.67,55.65
20140,2017-04-19 20:00:00,110,0,12423,138,12569,41.1,49.2
20141,2017-04-19 21:00:00,88,0,12168,162,12230,37.09,45.31
20142,2017-04-19 22:00:00,38,0,11400,49,11866,36.89,44.67
20143,2017-04-19 23:00:00,16,0,10709,42,11089,35.11,43.3
20144,2017-04-20 00:00:00,15,0,10221,9,10415,32.44,39.22
20145,2017-04-20 01:00:00,15,0,10452,6,10266,31.89,39.54
20146,2017-04-20 02:00:00,15,0,9889,9,10103,32.88,40.12
20147,2017-04-20 03:00:00,15,0,9388,0,9510,35.05,41.76
20148,2017-04-20 04:00:00,15,0,9309,0,9315,42.03,48.56
20149,2017-04-20 05:00:00,41,0,9198,67,9228,48.41,53.93
20150,2017-04-20 06:00:00,378,0,8880,575,9003,52.0,58.7
20151,2017-04-20 07:00:00,1132,0,8886,1563,8741,48.69,55.45
20152,2017-04-20 08:00:00,2077,0,9079,2583,8997,45.6,52.36
20153,2017-04-20 09:00:00,3044,0,8947,3198,9046,42.57,50.86
20154,2017-04-20 10:00:00,3651,0,9101,3763,8987,40.49,48.86
20155,2017-04-20 11:00:00,3957,0,9397,4074,9342,38.6,48.18
20156,2017-04-20 12:00:00,3980,0,9547,4061,9545,35.98,44.99
20157,2017-04-20 13:00:00,3937,0,9538,4095,9613,35.44,43.7
20158,2017-04-20 14:00:00,3780,0,9611,3916,9647,35.19,43.24
20159,2017-04-20 15:00:00,3336,0,9755,3462,9745,36.89,44.62
20160,2017-04-20 16:00:00,2786,0,10109,2727,9979,39.94,47.52
20161,2017-04-20 17:00:00,1889,0,10435,1677,10340,45.01,52.91
20162,2017-04-20 18:00:00,765,0,10194,695,10320,46.61,55.56
20163,2017-04-20 19:00:00,370,0,10296,421,10325,47.19,54.92
20164,2017-04-20 20:00:00,283,0,10033,371,10165,45.0,52.98
20165,2017-04-20 21:00:00,163,0,9611,264,9746,41.17,49.17
20166,2017-04-20 22:00:00,102,0,9317,210,9334,40.15,46.73
20167,2017-04-20 23:00:00,61,0,8955,112,8979,37.09,43.96
20168,2017-04-21 00:00:00,37,0,8434,38,8586,35.25,41.48
20169,2017-04-21 01:00:00,27,0,8038,18,8099,35.37,42.04
20170,2017-04-21 02:00:00,27,0,7839,13,7691,35.89,42.54
20171,2017-04-21 03:00:00,27,0,7516,11,7607,37.09,43.96
20172,2017-04-21 04:00:00,27,0,7333,10,7388,43.27,49.32
20173,2017-04-21 05:00:00,67,0,7149,89,7230,51.04,56.55
20174,2017-04-21 06:00:00,588,0,6803,688,6960,55.0,61.69
20175,2017-04-21 07:00:00,1706,0,6392,1788,6531,52.76,59.29
20176,2017-04-21 08:00:00,3125,0,6272,3040,6250,50.25,57.15
20177,2017-04-21 09:00:00,4405,0,6526,3992,6435,47.89,55.46
20178,2017-04-21 10:00:00,5033,0,6513,4623,6606,45.22,53.47
20179,2017-04-21 11:00:00,5167,0,6594,4838,6608,42.81,51.52
20180,2017-04-21 12:00:00,5163,0,6819,4992,6759,39.08,48.23
20181,2017-04-21 13:00:00,5059,0,7005,4957,7003,38.58,47.02
20182,2017-04-21 14:00:00,4586,0,7160,4675,7129,38.4,46.98
20183,2017-04-21 15:00:00,3782,0,7406,4103,7288,39.19,47.68
20184,2017-04-21 16:00:00,2954,0,7588,3223,7482,44.06,51.61
20185,2017-04-21 17:00:00,1953,0,7695,1771,7623,48.79,55.86
20186,2017-04-21 18:00:00,867,0,7771,774,7726,50.84,58.05
20187,2017-04-21 19:00:00,479,0,8147,409,7992,52.15,59.33
20188,2017-04-21 20:00:00,374,0,7944,327,8122,51.23,58.91
20189,2017-04-21 21:00:00,335,0,7375,297,7567,48.79,56.06
20190,2017-04-21 22:00:00,240,0,6920,263,7022,49.79,56.71
20191,2017-04-21 23:00:00,215,0,6561,227,6632,45.74,53.14
20192,2017-04-22 00:00:00,163,0,6265,139,6244,39.6,47.85
20193,2017-04-22 01:00:00,153,0,5953,102,6037,38.6,46.83
20194,2017-04-22 02:00:00,132,0,5347,88,5571,38.4,46.07
20195,2017-04-22 03:00:00,79,0,4835,67,4979,38.05,45.83
20196,2017-04-22 04:00:00,29,0,4439,41,4559,39.91,47.33
20197,2017-04-22 05:00:00,77,0,4212,87,4282,39.31,47.51
20198,2017-04-22 06:00:00,551,0,3733,625,3986,39.98,48.35
20199,2017-04-22 07:00:00,1438,0,3175,1575,3337,49.0,55.44
20200,2017-04-22 08:00:00,2438,0,2970,2628,3024,51.04,57.01
20201,2017-04-22 09:00:00,3426,0,2813,3452,2897,50.84,57.57
20202,2017-04-22 10:00:00,4065,0,2817,4022,2825,50.12,56.91
20203,2017-04-22 11:00:00,4110,0,2945,4328,2941,50.84,57.63
20204,2017-04-22 12:00:00,4169,0,3056,4320,3075,49.54,56.93
20205,2017-04-22 13:00:00,4192,0,3291,4174,3221,47.69,55.06
20206,2017-04-22 14:00:00,3992,0,3479,3789,3430,40.9,48.67
20207,2017-04-22 15:00:00,3574,0,3574,3235,3592,40.98,47.0
20208,2017-04-22 16:00:00,2732,0,3652,2535,3685,46.38,52.96
20209,2017-04-22 17:00:00,1587,0,3613,1656,3699,49.79,56.0
20210,2017-04-22 18:00:00,636,0,3661,779,3607,51.54,57.62
20211,2017-04-22 19:00:00,271,0,3901,372,3872,54.86,61.14
20212,2017-04-22 20:00:00,176,0,3881,214,3957,54.46,60.88
20213,2017-04-22 21:00:00,67,0,3710,144,3771,52.15,58.36
20214,2017-04-22 22:00:00,43,0,3496,225,3416,51.04,58.64
20215,2017-04-22 23:00:00,30,0,3356,68,3306,49.79,57.62
20216,2017-04-23 00:00:00,28,0,3014,11,3059,49.0,56.95
20217,2017-04-23 01:00:00,29,0,2645,10,2719,48.79,56.84
20218,2017-04-23 02:00:00,28,0,2353,11,2370,48.79,57.01
20219,2017-04-23 03:00:00,28,0,2147,11,2117,48.79,56.9
20220,2017-04-23 04:00:00,28,0,1981,11,1940,49.0,57.02
20221,2017-04-23 05:00:00,74,0,1788,80,1790,48.79,57.11
20222,2017-04-23 06:00:00,550,0,1605,655,1626,48.79,57.64
20223,2017-04-23 07:00:00,1514,0,1374,1701,1435,49.79,58.21
20224,2017-04-23 08:00:00,2674,0,1384,3032,1313,49.0,55.69
20225,2017-04-23 09:00:00,3878,0,1525,3922,1455,49.54,56.21
20226,2017-04-23 10:00:00,4612,0,1772,4494,1705,48.79,55.7
20227,2017-04-23 11:00:00,4958,0,1960,4883,2034,49.0,56.07
20228,2017-04-23 12:00:00,4967,0,2082,4936,2115,48.38,55.6
20229,2017-04-23 13:00:00,4800,0,2213,4842,2218,41.07,48.02
20230,2017-04-23 14:00:00,4356,0,2305,4480,2318,39.29,46.41
20231,2017-04-23 15:00:00,3775,0,2455,3875,2483,39.29,46.66
20232,2017-04-23 16:00:00,3016,0,2465,3037,2557,39.83,46.88
20233,2017-04-23 17:00:00,2011,0,2677,1911,2704,47.75,54.36
20234,2017-04-23 18:00:00,830,0,2796,893,2806,51.54,57.76
20235,2017-04-23 19:00:00,381,0,3096,447,3012,55.69,62.19
20236,2017-04-23 20:00:00,238,0,3320,164,3298,54.46,60.73
20237,2017-04-23 21:00:00,114,0,3378,127,3331,51.53,57.11
20238,2017-04-23 22:00:00,57,0,3033,107,3138,51.53,59.01
20239,2017-04-23 23:00:00,43,0,2512,81,2643,49.0,56.57
20240,2017-04-24 00:00:00,37,0,2177,78,2151,47.5,55.51
20241,2017-04-24 01:00:00,35,0,1989,62,1954,44.99,53.05
20242,2017-04-24 02:00:00,35,0,1809,54,1823,44.99,53.01
20243,2017-04-24 03:00:00,34,0,1611,34,1651,49.54,57.24
20244,2017-04-24 04:00:00,34,0,1330,24,1444,52.15,59.58
20245,2017-04-24 05:00:00,80,0,1186,102,1222,55.1,62.73
20246,2017-04-24 06:00:00,586,0,968,721,1093,57.8,64.02
20247,2017-04-24 07:00:00,1528,0,668,1808,819,58.22,64.51
20248,2017-04-24 08:00:00,2595,0,642,2963,609,58.22,64.52
20249,2017-04-24 09:00:00,3446,0,867,3801,799,57.55,64.59
20250,2017-04-24 10:00:00,4039,0,1189,4280,1169,57.06,63.98
20251,2017-04-24 11:00:00,4231,0,1590,4256,1592,56.07,63.49
20252,2017-04-24 12:00:00,4110,0,2197,4122,1992,54.86,62.34
20253,2017-04-24 13:00:00,3628,0,2744,3861,2547,54.21,60.7
20254,2017-04-24 14:00:00,3138,0,2979,3443,2923,53.0,59.43
20255,2017-04-24 15:00:00,2600,0,3343,2814,3133,53.96,60.13
20256,2017-04-24 16:00:00,1753,0,3246,2072,3285,52.96,59.14
20257,2017-04-24 17:00:00,875,0,3159,1239,3211,54.69,61.21
20258,2017-04-24 18:00:00,260,0,3277,445,3205,56.55,63.19
20259,2017-04-24 19:00:00,57,0,3475,151,3339,58.8,65.52
20260,2017-04-24 20:00:00,42,0,3379,45,3423,55.8,62.57
20261,2017-04-24 21:00:00,42,0,3214,36,3241,54.86,61.15
20262,2017-04-24 22:00:00,41,0,3588,14,3335,54.54,59.52
20263,2017-04-24 23:00:00,34,0,3328,16,3473,51.51,56.37
20264,2017-04-25 00:00:00,33,0,2979,13,3061,49.54,54.76
20265,2017-04-25 01:00:00,32,0,2963,11,2966,47.36,52.39
20266,2017-04-25 02:00:00,32,0,2872,11,2933,45.47,50.55
20267,2017-04-25 03:00:00,31,0,2958,10,2946,49.0,53.9
20268,2017-04-25 04:00:00,26,0,2712,15,2822,51.23,56.16
20269,2017-04-25 05:00:00,96,0,2710,96,2683,55.58,60.56
20270,2017-04-25 06:00:00,383,0,2575,589,2574,57.78,64.07
20271,2017-04-25 07:00:00,987,0,2231,1362,2403,59.58,65.52
20272,2017-04-25 08:00:00,1718,0,2105,2211,2105,57.25,63.48
20273,2017-04-25 09:00:00,2395,0,2841,2708,2602,56.11,62.92
20274,2017-04-25 10:00:00,2753,0,3541,3230,3495,55.58,62.5
20275,2017-04-25 11:00:00,2980,0,4371,3397,4386,54.54,61.63
20276,2017-04-25 12:00:00,3176,0,5058,3451,5167,51.04,57.97
20277,2017-04-25 13:00:00,3239,0,5532,3147,5558,45.03,51.78
20278,2017-04-25 14:00:00,2889,0,6781,2974,6497,41.72,48.14
20279,2017-04-25 15:00:00,2567,0,7628,2782,7337,41.22,47.93
20280,2017-04-25 16:00:00,1916,0,7827,2268,7620,40.72,47.36
20281,2017-04-25 17:00:00,980,0,8023,1387,7934,43.6,50.36
20282,2017-04-25 18:00:00,260,0,7902,558,7904,49.0,55.86
20283,2017-04-25 19:00:00,41,0,7997,111,7916,53.25,60.19
20284,2017-04-25 20:00:00,39,0,7634,84,7768,51.0,58.06
20285,2017-04-25 21:00:00,39,0,7170,28,7296,41.97,48.88
20286,2017-04-25 22:00:00,37,0,6805,24,6848,43.69,49.72
20287,2017-04-25 23:00:00,37,0,6973,29,6839,39.6,45.63
20288,2017-04-26 00:00:00,37,0,7072,34,7017,38.46,44.44
20289,2017-04-26 01:00:00,35,0,7238,28,7189,38.01,44.46
20290,2017-04-26 02:00:00,34,0,7394,19,7408,38.01,44.32
20291,2017-04-26 03:00:00,34,0,7179,8,7244,38.46,44.89
20292,2017-04-26 04:00:00,27,0,7559,14,7439,42.8,48.99
20293,2017-04-26 05:00:00,54,0,7522,101,7583,52.0,57.32
20294,2017-04-26 06:00:00,377,0,7319,634,7435,55.0,61.46
20295,2017-04-26 07:00:00,979,0,7231,1547,7164,55.0,61.43
20296,2017-04-26 08:00:00,1655,0,7658,2535,7436,54.43,60.88
20297,2017-04-26 09:00:00,2263,0,8069,2817,7990,52.5,59.8
20298,2017-04-26 10:00:00,2722,0,7739,3186,7968,52.5,59.74
20299,2017-04-26 11:00:00,2771,0,7838,2989,7690,51.88,59.6
20300,2017-04-26 12:00:00,2785,0,8298,2868,8126,49.54,56.89
20301,2017-04-26 13:00:00,2595,0,8632,2557,8540,49.01,55.74
20302,2017-04-26 14:00:00,2160,0,8735,2238,8749,49.0,55.35
20303,2017-04-26 15:00:00,1585,0,8932,1767,8869,47.54,53.98
20304,2017-04-26 16:00:00,1074,0,9475,1297,9277,44.86,51.75
20305,2017-04-26 17:00:00,637,0,9702,724,9635,45.96,52.91
20306,2017-04-26 18:00:00,263,0,9670,303,9744,49.54,56.96
20307,2017-04-26 19:00:00,119,0,9296,45,9434,53.0,60.15
20308,2017-04-26 20:00:00,99,0,9107,36,9215,50.63,58.56
20309,2017-04-26 21:00:00,99,0,8434,15,8711,43.19,52.31
20310,2017-04-26 22:00:00,99,0,8037,5,8063,38.46,45.2
20311,2017-04-26 23:00:00,98,0,7728,8,7672,37.01,43.14
20312,2017-04-27 00:00:00,97,0,7827,6,7630,36.5,42.63
20313,2017-04-27 01:00:00,97,0,7687,9,7679,36.5,42.86
20314,2017-04-27 02:00:00,98,0,7343,11,7426,36.5,42.7
20315,2017-04-27 03:00:00,98,0,7130,30,7186,37.06,43.31
20316,2017-04-27 04:00:00,99,0,6812,32,6920,41.31,48.35
20317,2017-04-27 05:00:00,116,0,6714,80,6778,51.53,57.65
20318,2017-04-27 06:00:00,322,0,6274,417,6517,55.34,62.35
20319,2017-04-27 07:00:00,922,0,6725,1029,6541,55.0,61.88
20320,2017-04-27 08:00:00,1786,0,7490,1793,7337,52.22,59.35
20321,2017-04-27 09:00:00,2452,0,7833,2512,7789,49.75,57.48
20322,2017-04-27 10:00:00,2830,0,7677,3018,7812,47.3,54.62
20323,2017-04-27 11:00:00,2994,0,7689,3262,7644,45.99,54.13
20324,2017-04-27 12:00:00,3030,0,7670,3300,7663,42.55,50.35
20325,2017-04-27 13:00:00,3019,0,7464,3176,7613,41.51,48.68
20326,2017-04-27 14:00:00,2650,0,7547,2997,7449,41.51,48.9
20327,2017-04-27 15:00:00,2204,0,8134,2666,7875,41.51,48.41
20328,2017-04-27 16:00:00,1697,0,8430,1958,8306,45.04,51.32
20329,2017-04-27 17:00:00,979,0,8684,1165,8602,48.83,55.06
20330,2017-04-27 18:00:00,439,0,8722,489,8872,49.54,56.48
20331,2017-04-27 19:00:00,284,0,8630,195,8763,52.5,59.81
20332,2017-04-27 20:00:00,262,0,8928,179,8830,50.09,57.54
20333,2017-04-27 21:00:00,207,0,9188,187,9077,44.5,52.08
20334,2017-04-27 22:00:00,103,0,9680,118,9351,39.81,46.13
20335,2017-04-27 23:00:00,65,0,10175,132,9874,36.9,43.49
20336,2017-04-28 00:00:00,41,0,10485,114,10346,35.3,41.16
20337,2017-04-28 01:00:00,27,0,10343,43,10448,34.79,40.92
20338,2017-04-28 02:00:00,28,0,9995,23,10109,34.51,40.75
20339,2017-04-28 03:00:00,27,0,9781,23,9637,35.3,41.58
20340,2017-04-28 04:00:00,28,0,9762,21,9718,41.31,46.99
20341,2017-04-28 05:00:00,82,0,9444,78,9524,50.95,56.74
20342,2017-04-28 06:00:00,394,0,8709,391,8913,53.89,60.61
20343,2017-04-28 07:00:00,884,0,8352,852,8237,53.07,59.11
20344,2017-04-28 08:00:00,1311,0,7918,1279,8002,52.7,59.06
20345,2017-04-28 09:00:00,1583,0,7358,1724,7467,52.52,59.38
20346,2017-04-28 10:00:00,1796,0,7022,1924,7011,53.77,60.63
20347,2017-04-28 11:00:00,1885,0,6616,1897,6701,54.0,61.01
20348,2017-04-28 12:00:00,1873,0,6335,1894,6470,53.34,60.02
20349,2017-04-28 13:00:00,1783,0,6272,1810,6339,53.6,59.65
20350,2017-04-28 14:00:00,1540,0,6318,1606,6359,53.34,59.04
20351,2017-04-28 15:00:00,1248,0,6432,1306,6478,53.34,59.0
20352,2017-04-28 16:00:00,909,0,6529,948,6538,52.87,58.25
20353,2017-04-28 17:00:00,497,0,6617,538,6597,51.04,56.89
20354,2017-04-28 18:00:00,139,0,6721,163,6734,51.54,57.9
20355,2017-04-28 19:00:00,28,0,6889,55,6849,53.94,60.13
20356,2017-04-28 20:00:00,26,0,6796,20,6969,51.53,58.44
20357,2017-04-28 21:00:00,29,0,6452,14,6572,49.0,55.65
20358,2017-04-28 22:00:00,28,0,6063,10,6061,47.84,52.82
20359,2017-04-28 23:00:00,28,0,5715,9,5684,47.69,52.82
20360,2017-04-29 00:00:00,27,0,5635,12,5449,46.84,52.17
20361,2017-04-29 01:00:00,27,0,5500,12,5468,47.69,53.36
20362,2017-04-29 02:00:00,26,0,5248,11,5305,46.84,52.22
20363,2017-04-29 03:00:00,26,0,5029,11,5138,46.84,52.52
20364,2017-04-29 04:00:00,26,0,4916,14,5044,46.69,52.35
20365,2017-04-29 05:00:00,69,0,4720,60,4902,47.84,53.4
20366,2017-04-29 06:00:00,282,0,4464,302,4663,49.54,55.5
20367,2017-04-29 07:00:00,606,0,4348,613,4385,51.18,56.57
20368,2017-04-29 08:00:00,894,0,4613,913,4533,51.75,57.34
20369,2017-04-29 09:00:00,1179,0,4899,1188,4909,51.35,57.28
20370,2017-04-29 10:00:00,1419,0,5423,1395,5348,51.04,57.14
20371,2017-04-29 11:00:00,1682,0,6060,1757,6090,50.0,56.47
20372,2017-04-29 12:00:00,1774,0,6361,2097,6436,46.84,53.7
20373,2017-04-29 13:00:00,1842,0,6779,1947,6736,40.65,47.81
20374,2017-04-29 14:00:00,1809,0,7288,1844,7134,38.67,45.93
20375,2017-04-29 15:00:00,1804,0,7670,1785,7546,38.14,45.11
20376,2017-04-29 16:00:00,1847,0,7920,1565,7798,38.64,45.95
20377,2017-04-29 17:00:00,1476,0,7785,1041,7941,38.67,46.35
20378,2017-04-29 18:00:00,784,0,7864,468,7774,41.28,48.48
20379,2017-04-29 19:00:00,338,0,7777,517,7964,48.0,54.65
20380,2017-04-29 20:00:00,264,0,8126,405,8006,45.6,52.87
20381,2017-04-29 21:00:00,221,0,8688,187,8449,40.65,47.81
20382,2017-04-29 22:00:00,85,0,8991,148,8930,35.37,43.98
20383,2017-04-29 23:00:00,62,0,9273,141,9168,32.32,41.94
20384,2017-04-30 00:00:00,55,0,9366,40,9426,24.06,35.63
20385,2017-04-30 01:00:00,39,0,9267,27,9365,18.0,32.73
20386,2017-04-30 02:00:00,39,0,9621,19,9499,15.7,29.67
20387,2017-04-30 03:00:00,39,0,10558,11,10186,15.04,27.88
20388,2017-04-30 04:00:00,39,0,11069,11,10812,13.9,26.4
20389,2017-04-30 05:00:00,76,0,11318,90,11319,12.89,25.04
20390,2017-04-30 06:00:00,359,0,11801,568,11619,14.98,29.37
20391,2017-04-30 07:00:00,965,0,12339,1361,12202,15.61,29.28
20392,2017-04-30 08:00:00,1706,0,12853,1921,12735,12.12,25.24
20393,2017-04-30 09:00:00,2174,0,13344,2070,13178,10.0,22.12
20394,2017-04-30 10:00:00,2306,0,13407,2411,13461,10.29,21.92
20395,2017-04-30 11:00:00,2327,0,13251,2553,13276,7.09,17.83
20396,2017-04-30 12:00:00,2380,0,12394,2361,12789,5.0,16.7
20397,2017-04-30 13:00:00,2259,0,11387,2214,11758,2.3,14.77
20398,2017-04-30 14:00:00,2012,0,10887,2087,10836,2.3,14.65
20399,2017-04-30 15:00:00,1735,0,12859,1902,13032,5.01,16.18
20400,2017-04-30 16:00:00,1281,0,13109,1544,13211,8.7,19.74
20401,2017-04-30 17:00:00,858,0,12464,1002,12615,15.67,26.11
20402,2017-04-30 18:00:00,357,0,11177,433,11646,21.0,32.27
20403,2017-04-30 19:00:00,135,0,10101,187,10222,36.22,45.16
20404,2017-04-30 20:00:00,123,0,10652,124,10456,36.31,43.98
20405,2017-04-30 21:00:00,122,0,9839,99,10208,35.81,43.23
20406,2017-04-30 22:00:00,36,0,7170,13,7192,51.22,45.13
20407,2017-04-30 23:00:00,36,0,7166,4,7099,48.41,39.89
20408,2017-05-01 00:00:00,35,0,7355,3,7274,50.0,37.82
20409,2017-05-01 01:00:00,36,0,7362,9,7367,47.46,39.62
20410,2017-05-01 02:00:00,36,0,6918,13,7047,42.34,42.05
20411,2017-05-01 03:00:00,32,0,7351,13,7343,45.18,42.99
20412,2017-05-01 04:00:00,31,0,7343,11,7372,54.09,45.93
20413,2017-05-01 05:00:00,38,0,7239,32,7289,66.21,46.25
20414,2017-05-01 06:00:00,55,0,7140,91,7177,69.7,48.05
20415,2017-05-01 07:00:00,506,0,6819,533,6929,72.6,47.54
20416,2017-05-01 08:00:00,1393,0,6249,1257,6325,73.03,47.68
20417,2017-05-01 09:00:00,2078,0,5626,1974,5694,72.6,46.27
