,ts,generation_solar,generation_wind_offshore,generation_wind_onshore,forecast_solar_day_ahead,forecast_wind_onshore_day_ahead,price_day_ahead,price_actual
15064,2016-09-20 08:00:00,1696,0,3110,2036,3287,46.79,53.86
15065,2016-09-20 09:00:00,2962,0,2860,3169,2938,46.69,54.49
15066,2016-09-20 10:00:00,3851,0,2779,3668,2779,47.25,55.05
15067,2016-09-20 11:00:00,4283,0,2667,4373,2730,47.25,55.05
15068,2016-09-20 12:00:00,4556,0,2750,4385,2715,46.1,54.04
15069,2016-09-20 13:00:00,4500,0,3203,4288,3032,45.69,52.81
15070,2016-09-20 14:00:00,4272,0,3612,4082,3520,45.47,52.35
15071,2016-09-20 15:00:00,3926,0,3637,3638,3752,45.47,52.37
15072,2016-09-20 16:00:00,3223,0,3538,2801,3652,46.0,52.73
15073,2016-09-20 17:00:00,1801,0,3513,1735,3541,48.07,55.33
15074,2016-09-20 18:00:00,812,0,3441,876,3479,49.04,56.21
15075,2016-09-20 19:00:00,526,0,3380,549,3384,48.01,55.58
15076,2016-09-20 20:00:00,542,0,3396,459,3433,45.23,52.65
15077,2016-09-20 21:00:00,557,0,3209,448,3292,41.02,48.2
15078,2016-09-20 22:00:00,509,0,2956,354,3049,39.82,45.16
15079,2016-09-20 23:00:00,493,0,2712,311,2780,38.98,44.5
15080,2016-09-21 00:00:00,472,0,2408,342,2505,38.43,44.05
15081,2016-09-21 01:00:00,356,0,2032,274,2095,38.0,43.37
15082,2016-09-21 02:00:00,208,0,1822,248,1738,38.63,44.07
15083,2016-09-21 03:00:00,167,0,1626,179,1614,39.5,44.61
15084,2016-09-21 04:00:00,150,0,1637,149,1534,45.46,50.63
15085,2016-09-21 05:00:00,140,0,1506,73,1519,48.19,53.23
15086,2016-09-21 06:00:00,318,0,1315,341,1332,49.71,56.82
15087,2016-09-21 07:00:00,1330,0,902,1416,1005,49.69,56.27
15088,2016-09-21 08:00:00,3214,0,511,3087,646,49.04,56.03
15089,2016-09-21 09:00:00,4298,0,383,4438,375,48.36,55.68
15090,2016-09-21 10:00:00,4807,0,430,4820,413,48.48,55.86
15091,2016-09-21 11:00:00,5144,0,655,5261,599,48.48,56.06
15092,2016-09-21 12:00:00,5219,0,943,5211,912,47.87,55.51
15093,2016-09-21 13:00:00,5118,0,1180,4945,1202,47.36,54.06
15094,2016-09-21 14:00:00,4813,0,1450,4660,1430,47.29,53.62
15095,2016-09-21 15:00:00,4361,0,1642,4114,1587,47.38,53.74
15096,2016-09-21 16:00:00,3616,0,1763,3238,1808,47.38,54.01
15097,2016-09-21 17:00:00,2066,0,1769,1997,1865,48.75,55.79
15098,2016-09-21 18:00:00,1008,0,1739,980,1764,48.69,56.89
15099,2016-09-21 19:00:00,699,0,1693,598,1771,49.0,57.33
15100,2016-09-21 20:00:00,678,0,1610,561,1673,47.25,54.73
15101,2016-09-21 21:00:00,666,0,1597,526,1610,44.1,51.33
15102,2016-09-21 22:00:00,656,0,1451,467,1500,45.87,50.36
15103,2016-09-21 23:00:00,649,0,1342,466,1346,45.23,49.85
15104,2016-09-22 00:00:00,550,0,1271,292,1286,42.1,46.81
15105,2016-09-22 01:00:00,328,0,1183,240,1209,41.12,45.5
15106,2016-09-22 02:00:00,224,0,1177,187,1144,42.0,46.47
15107,2016-09-22 03:00:00,152,0,1180,99,1186,43.8,48.16
15108,2016-09-22 04:00:00,105,0,1126,45,1115,47.0,51.58
15109,2016-09-22 05:00:00,95,0,1142,57,1141,48.48,52.87
15110,2016-09-22 06:00:00,226,0,1042,300,1079,49.09,55.24
15111,2016-09-22 07:00:00,1024,0,788,1176,879,49.6,56.1
15112,2016-09-22 08:00:00,2208,0,738,2528,726,49.04,55.68
15113,2016-09-22 09:00:00,3257,0,831,3620,841,48.48,56.0
15114,2016-09-22 10:00:00,4033,0,936,4138,922,48.48,56.07
15115,2016-09-22 11:00:00,4336,0,1296,4461,1227,48.09,55.8
15116,2016-09-22 12:00:00,4452,0,1801,4514,1668,47.87,55.63
15117,2016-09-22 13:00:00,4300,0,2274,4376,2140,47.38,54.09
15118,2016-09-22 14:00:00,3958,0,2390,4016,2501,47.25,53.61
15119,2016-09-22 15:00:00,3442,0,2570,3465,2601,47.38,53.79
15120,2016-09-22 16:00:00,2594,0,2806,2575,2874,47.25,53.8
15121,2016-09-22 17:00:00,1360,0,2885,1490,2979,49.06,56.17
15122,2016-09-22 18:00:00,742,0,2819,709,2845,49.09,56.75
15123,2016-09-22 19:00:00,481,0,2759,415,2802,49.1,57.26
15124,2016-09-22 20:00:00,290,0,2766,388,2802,47.38,54.97
15125,2016-09-22 21:00:00,194,0,2574,291,2673,44.85,51.58
15126,2016-09-22 22:00:00,102,0,2344,172,2403,43.69,48.05
15127,2016-09-22 23:00:00,68,0,2162,100,2233,41.19,45.77
15128,2016-09-23 00:00:00,43,0,1971,69,2039,39.23,43.9
15129,2016-09-23 01:00:00,43,0,1896,15,1908,38.81,43.09
15130,2016-09-23 02:00:00,42,0,1724,19,1745,39.23,43.41
15131,2016-09-23 03:00:00,40,0,1538,11,1605,41.07,45.19
15132,2016-09-23 04:00:00,40,0,1365,10,1399,46.03,50.25
15133,2016-09-23 05:00:00,45,0,1265,25,1312,49.0,53.42
15134,2016-09-23 06:00:00,141,0,1137,256,1116,50.44,57.08
15135,2016-09-23 07:00:00,880,0,928,1037,1002,50.69,57.57
15136,2016-09-23 08:00:00,2428,0,625,2689,717,50.02,57.11
15137,2016-09-23 09:00:00,4037,0,431,3945,478,49.19,57.38
15138,2016-09-23 10:00:00,4619,0,431,4273,423,49.7,57.44
15139,2016-09-23 11:00:00,4748,0,558,4713,526,49.52,57.27
15140,2016-09-23 12:00:00,4809,0,726,4819,703,48.48,56.01
15141,2016-09-23 13:00:00,4629,0,903,4621,849,48.0,54.78
15142,2016-09-23 14:00:00,4264,0,1323,4144,1137,48.0,54.47
15143,2016-09-23 15:00:00,3746,0,1804,3585,1592,47.87,54.27
15144,2016-09-23 16:00:00,2998,0,2039,2851,1985,47.87,54.31
15145,2016-09-23 17:00:00,1664,0,2001,1718,2043,47.87,55.0
15146,2016-09-23 18:00:00,810,0,2245,838,2182,49.2,57.39
15147,2016-09-23 19:00:00,601,0,2211,579,2198,49.87,58.31
15148,2016-09-23 20:00:00,512,0,2629,471,2482,48.07,55.85
15149,2016-09-23 21:00:00,463,0,2844,431,2792,45.56,52.67
15150,2016-09-23 22:00:00,440,0,2652,359,2734,49.03,53.59
15151,2016-09-23 23:00:00,417,0,2595,315,2735,48.48,53.28
15152,2016-09-24 00:00:00,237,0,2470,240,2569,47.69,52.75
15153,2016-09-24 01:00:00,80,0,2590,145,2577,45.73,50.96
15154,2016-09-24 02:00:00,47,0,2832,145,2732,43.24,48.45
15155,2016-09-24 03:00:00,46,0,3109,36,3072,40.37,45.7
15156,2016-09-24 04:00:00,47,0,3141,31,3196,40.85,46.13
15157,2016-09-24 05:00:00,54,0,3213,35,3189,43.4,48.85
15158,2016-09-24 06:00:00,216,0,3218,271,3216,43.66,49.55
15159,2016-09-24 07:00:00,1245,0,2961,1175,3089,48.0,53.66
15160,2016-09-24 08:00:00,3264,0,2764,2963,2785,45.0,50.98
15161,2016-09-24 09:00:00,4593,0,2917,4236,2868,39.45,46.19
15162,2016-09-24 10:00:00,4948,0,3105,4780,3157,38.69,45.35
15163,2016-09-24 11:00:00,5072,0,3439,5128,3376,38.24,45.14
15164,2016-09-24 12:00:00,5017,0,4012,5015,3851,35.9,43.33
15165,2016-09-24 13:00:00,4790,0,4385,4715,4292,34.31,41.31
15166,2016-09-24 14:00:00,4398,0,4835,4261,4646,32.3,39.64
15167,2016-09-24 15:00:00,3620,0,5261,3680,5238,34.58,41.61
15168,2016-09-24 16:00:00,2607,0,5492,2758,5548,38.08,45.14
15169,2016-09-24 17:00:00,1255,0,5331,1546,5487,42.63,49.16
15170,2016-09-24 18:00:00,694,0,5408,733,5372,41.61,48.7
15171,2016-09-24 19:00:00,613,0,5531,489,5581,47.51,53.89
15172,2016-09-24 20:00:00,571,0,5553,417,5499,40.38,47.78
15173,2016-09-24 21:00:00,408,0,5559,306,5520,38.46,45.5
15174,2016-09-24 22:00:00,277,0,5135,294,5234,33.78,41.21
15175,2016-09-24 23:00:00,156,0,4604,241,4769,33.6,41.1
15176,2016-09-25 00:00:00,110,0,4377,109,4248,33.45,41.07
15177,2016-09-25 01:00:00,47,0,3855,80,3981,33.45,40.98
15178,2016-09-25 02:00:00,41,0,2834,19,3208,33.6,41.24
15179,2016-09-25 03:00:00,41,0,2354,24,2360,33.85,41.07
15180,2016-09-25 04:00:00,41,0,2170,18,2163,34.39,42.01
15181,2016-09-25 05:00:00,47,0,1943,27,1946,35.55,41.97
15182,2016-09-25 06:00:00,154,0,1830,228,1809,36.29,43.49
15183,2016-09-25 07:00:00,851,0,1378,936,1555,37.23,44.43
15184,2016-09-25 08:00:00,1982,0,999,2066,1175,38.39,45.37
15185,2016-09-25 09:00:00,3164,0,972,3299,990,38.71,45.97
15186,2016-09-25 10:00:00,4055,0,969,3672,961,41.3,48.3
15187,2016-09-25 11:00:00,4202,0,1169,4018,1143,44.82,51.44
15188,2016-09-25 12:00:00,4007,0,1459,4246,1435,41.75,48.98
15189,2016-09-25 13:00:00,3550,0,1909,4015,1861,35.6,42.69
15190,2016-09-25 14:00:00,3141,0,2566,3562,2494,33.55,41.25
15191,2016-09-25 15:00:00,2669,0,3153,2844,3186,33.35,40.8
15192,2016-09-25 16:00:00,2007,0,3946,1977,3820,35.09,42.81
15193,2016-09-25 17:00:00,876,0,4303,1055,4438,40.95,48.62
15194,2016-09-25 18:00:00,223,0,4249,482,4439,44.77,51.99
15195,2016-09-25 19:00:00,107,0,4032,254,4083,49.03,55.93
15196,2016-09-25 20:00:00,87,0,3795,256,3831,48.1,55.26
15197,2016-09-25 21:00:00,29,0,3500,142,3569,39.89,47.24
15198,2016-09-25 22:00:00,27,0,2922,103,3152,45.1,50.39
15199,2016-09-25 23:00:00,27,0,2660,67,2676,40.23,45.96
15200,2016-09-26 00:00:00,27,0,2320,24,2375,38.05,44.16
15201,2016-09-26 01:00:00,26,0,2082,15,2156,36.51,42.52
15202,2016-09-26 02:00:00,26,0,1718,14,1856,35.55,41.97
15203,2016-09-26 03:00:00,26,0,1604,14,1586,37.17,43.57
15204,2016-09-26 04:00:00,26,0,1546,14,1515,43.27,48.89
15205,2016-09-26 05:00:00,37,0,1432,21,1441,48.69,53.53
15206,2016-09-26 06:00:00,94,0,1457,200,1359,49.0,55.14
15207,2016-09-26 07:00:00,575,0,1179,867,1249,50.05,56.72
15208,2016-09-26 08:00:00,1452,0,1108,1617,1068,50.29,57.0
15209,2016-09-26 09:00:00,2646,0,1264,2570,1145,50.44,58.07
15210,2016-09-26 10:00:00,3451,0,1219,3273,1248,50.69,58.27
15211,2016-09-26 11:00:00,3942,0,1259,3731,1234,50.08,57.96
15212,2016-09-26 12:00:00,4186,0,1305,4029,1313,49.69,57.82
15213,2016-09-26 13:00:00,4114,0,1542,3961,1480,49.03,55.96
15214,2016-09-26 14:00:00,3580,0,1830,3574,1785,49.03,55.35
15215,2016-09-26 15:00:00,2714,0,2207,2920,2161,49.19,55.65
15216,2016-09-26 16:00:00,1447,0,2493,2083,2584,49.55,56.08
15217,2016-09-26 17:00:00,575,0,2620,1039,2830,53.66,60.79
15218,2016-09-26 18:00:00,330,0,2686,410,2749,51.23,58.86
15219,2016-09-26 19:00:00,194,0,2849,159,2845,51.0,59.06
15220,2016-09-26 20:00:00,137,0,3043,152,3023,47.69,55.36
15221,2016-09-26 21:00:00,112,0,3112,112,3169,42.1,49.44
15222,2016-09-26 22:00:00,110,0,3074,84,3126,41.0,46.08
15223,2016-09-26 23:00:00,81,0,3003,52,3055,38.39,44.12
15224,2016-09-27 00:00:00,40,0,2717,135,2861,36.51,41.91
15225,2016-09-27 01:00:00,40,0,2589,39,2612,35.2,40.06
15226,2016-09-27 02:00:00,40,0,2549,25,2535,35.2,40.42
15227,2016-09-27 03:00:00,40,0,2595,43,2555,36.29,41.56
15228,2016-09-27 04:00:00,39,0,2735,10,2703,43.0,47.75
15229,2016-09-27 05:00:00,47,0,2975,12,2899,49.0,53.22
15230,2016-09-27 06:00:00,177,0,3308,213,3164,50.0,56.47
15231,2016-09-27 07:00:00,1131,0,3226,1127,3336,48.69,55.38
15232,2016-09-27 08:00:00,3014,0,3357,2407,3320,48.0,55.17
15233,2016-09-27 09:00:00,4413,0,3688,4054,3582,46.69,54.46
15234,2016-09-27 10:00:00,4759,0,3832,4624,3868,47.69,55.52
15235,2016-09-27 11:00:00,4760,0,3887,4938,3956,47.69,55.61
15236,2016-09-27 12:00:00,4669,0,3945,4921,3956,45.46,53.69
15237,2016-09-27 13:00:00,4609,0,4214,4617,4090,44.94,52.18
15238,2016-09-27 14:00:00,4471,0,4732,4171,4533,44.97,51.65
15239,2016-09-27 15:00:00,3991,0,5288,3579,5010,44.96,51.74
15240,2016-09-27 16:00:00,3134,0,5935,2764,5674,45.76,52.53
15241,2016-09-27 17:00:00,1521,0,6327,1593,6263,49.1,55.86
15242,2016-09-27 18:00:00,756,0,6617,764,6603,48.87,56.16
15243,2016-09-27 19:00:00,610,0,6618,547,6605,47.69,55.08
15244,2016-09-27 20:00:00,585,0,6890,481,6665,43.5,51.55
15245,2016-09-27 21:00:00,545,0,6885,449,6846,38.81,46.84
15246,2016-09-27 22:00:00,508,0,6747,404,6751,39.0,44.85
15247,2016-09-27 23:00:00,397,0,6356,351,6504,33.94,40.07
15248,2016-09-28 00:00:00,208,0,5938,165,6113,32.41,37.77
15249,2016-09-28 01:00:00,81,0,5691,76,5718,32.0,37.37
15250,2016-09-28 02:00:00,59,0,5403,128,5497,32.0,37.57
15251,2016-09-28 03:00:00,59,0,5076,25,5159,32.41,38.22
15252,2016-09-28 04:00:00,59,0,5344,23,5110,39.98,45.04
15253,2016-09-28 05:00:00,65,0,5467,25,5415,47.3,51.91
15254,2016-09-28 06:00:00,176,0,5489,225,5427,48.26,55.01
15255,2016-09-28 07:00:00,982,0,5478,967,5359,49.72,56.4
15256,2016-09-28 08:00:00,2595,0,5588,2562,5468,48.69,55.81
15257,2016-09-28 09:00:00,3897,0,5691,3796,5706,48.0,55.61
15258,2016-09-28 10:00:00,4310,0,5271,4177,5476,46.88,54.6
15259,2016-09-28 11:00:00,4411,0,5094,4575,5117,46.23,54.2
15260,2016-09-28 12:00:00,4409,0,5168,4648,5199,45.0,53.18
15261,2016-09-28 13:00:00,4232,0,5398,4447,5321,44.06,51.12
15262,2016-09-28 14:00:00,4023,0,5461,3988,5487,44.26,51.01
15263,2016-09-28 15:00:00,3483,0,5264,3442,5377,47.0,53.6
15264,2016-09-28 16:00:00,2806,0,5178,2590,5230,47.88,54.61
15265,2016-09-28 17:00:00,1414,0,5051,1541,5107,49.03,55.85
15266,2016-09-28 18:00:00,757,0,5170,717,5123,50.87,58.65
15267,2016-09-28 19:00:00,646,0,5241,432,5257,48.69,56.14
15268,2016-09-28 20:00:00,617,0,5188,383,5260,45.15,53.12
15269,2016-09-28 21:00:00,436,0,5187,325,5238,40.0,47.68
15270,2016-09-28 22:00:00,265,0,5152,312,5097,40.36,45.95
15271,2016-09-28 23:00:00,124,0,5263,266,5203,36.35,42.32
15272,2016-09-29 00:00:00,63,0,5306,181,5291,33.09,38.24
15273,2016-09-29 01:00:00,61,0,5263,137,5281,32.6,38.0
15274,2016-09-29 02:00:00,41,0,5277,35,5242,32.7,38.37
15275,2016-09-29 03:00:00,38,0,5349,39,5339,33.44,38.97
15276,2016-09-29 04:00:00,38,0,5060,18,5191,38.07,43.33
15277,2016-09-29 05:00:00,44,0,4717,13,4754,47.2,51.57
15278,2016-09-29 06:00:00,177,0,4293,228,4411,46.8,53.47
15279,2016-09-29 07:00:00,1104,0,3870,1062,4004,47.25,53.71
15280,2016-09-29 08:00:00,3039,0,3864,2529,3805,46.44,53.47
15281,2016-09-29 09:00:00,4339,0,4230,3891,4069,45.11,52.79
15282,2016-09-29 10:00:00,4658,0,4484,4660,4385,45.7,53.26
15283,2016-09-29 11:00:00,4722,0,4343,4948,4529,45.7,53.63
15284,2016-09-29 12:00:00,4593,0,3950,4984,4157,44.5,52.29
15285,2016-09-29 13:00:00,4441,0,3765,4795,3768,44.32,51.07
15286,2016-09-29 14:00:00,4232,0,3591,4370,3618,45.19,51.64
15287,2016-09-29 15:00:00,3718,0,3587,3732,3539,46.9,53.37
15288,2016-09-29 16:00:00,2881,0,3455,2845,3540,48.02,54.6
15289,2016-09-29 17:00:00,1343,0,3222,1627,3335,50.3,58.44
15290,2016-09-29 18:00:00,657,0,2961,767,3062,52.48,60.61
15291,2016-09-29 19:00:00,509,0,3021,451,2967,50.08,58.62
15292,2016-09-29 20:00:00,505,0,3038,460,3097,48.27,55.43
15293,2016-09-29 21:00:00,476,0,3167,432,3131,44.0,51.01
15294,2016-09-29 22:00:00,359,0,3616,333,3461,42.86,47.85
15295,2016-09-29 23:00:00,231,0,3920,223,3846,39.44,44.85
15296,2016-09-30 00:00:00,83,0,4065,224,4006,37.94,43.28
15297,2016-09-30 01:00:00,51,0,4131,160,4163,37.69,42.48
15298,2016-09-30 02:00:00,51,0,3939,113,4014,37.69,42.91
15299,2016-09-30 03:00:00,50,0,3786,28,3825,38.46,43.51
15300,2016-09-30 04:00:00,50,0,3379,21,3559,43.02,47.79
15301,2016-09-30 05:00:00,57,0,3134,16,3191,49.66,53.79
15302,2016-09-30 06:00:00,184,0,2987,240,3019,50.03,55.91
15303,2016-09-30 07:00:00,1122,0,2595,1078,2694,49.69,56.1
15304,2016-09-30 08:00:00,2882,0,2280,2809,2301,48.87,55.53
15305,2016-09-30 09:00:00,4357,0,2356,4239,2298,47.69,55.0
15306,2016-09-30 10:00:00,4926,0,2529,4781,2507,48.44,55.81
15307,2016-09-30 11:00:00,5012,0,2942,5148,2863,48.2,55.68
15308,2016-09-30 12:00:00,4899,0,3411,4998,3303,45.46,53.12
15309,2016-09-30 13:00:00,4726,0,3709,4678,3736,43.07,49.8
15310,2016-09-30 14:00:00,4314,0,4013,4084,3952,43.89,50.28
15311,2016-09-30 15:00:00,3683,0,4085,3516,4173,48.0,54.25
15312,2016-09-30 16:00:00,2691,0,3984,2566,4142,48.44,54.59
15313,2016-09-30 17:00:00,1197,0,3836,1390,3951,50.05,56.26
15314,2016-09-30 18:00:00,677,0,3900,675,3852,50.49,56.92
15315,2016-09-30 19:00:00,563,0,3985,511,3961,49.87,56.54
15316,2016-09-30 20:00:00,503,0,4090,456,4057,48.0,54.95
15317,2016-09-30 21:00:00,434,0,4376,374,4249,44.0,51.0
15318,2016-09-30 22:00:00,17,0,14244,0,14408,10.0,52.04
15319,2016-09-30 23:00:00,18,0,13326,0,13550,5.0,48.19
15320,2016-10-01 00:00:00,18,0,11899,0,12069,4.0,46.4
15321,2016-10-01 01:00:00,18,0,11020,1,11201,2.5,45.48
15322,2016-10-01 02:00:00,18,0,10805,0,10806,2.35,45.3
15323,2016-10-01 03:00:00,18,0,10677,0,10696,2.3,45.36
15324,2016-10-01 04:00:00,18,0,10579,0,10706,2.3,45.94
15325,2016-10-01 05:00:00,19,0,10825,1,10828,2.5,48.03
15326,2016-10-01 06:00:00,23,0,11345,30,11331,4.0,52.1
15327,2016-10-01 07:00:00,236,0,11942,289,11860,5.0,55.52
15328,2016-10-01 08:00:00,713,0,13336,673,12927,8.0,54.9
15329,2016-10-01 09:00:00,1192,0,14076,1009,14042,11.1,54.11
15330,2016-10-01 10:00:00,1404,0,14728,1300,14534,10.1,54.9
15331,2016-10-01 11:00:00,1176,0,14361,1363,14283,12.4,56.18
15332,2016-10-01 12:00:00,1055,0,14451,1344,14560,12.4,53.78
15333,2016-10-01 13:00:00,797,0,13160,1038,13415,8.1,48.88
15334,2016-10-01 14:00:00,447,0,13027,688,13050,8.0,48.07
15335,2016-10-01 15:00:00,131,0,12954,213,12989,10.1,48.89
15336,2016-10-01 16:00:00,30,0,13351,20,13165,25.0,55.71
15337,2016-10-01 17:00:00,49,0,13871,0,13833,33.0,56.31
15338,2016-10-01 18:00:00,64,0,13829,0,13938,30.66,58.84
15339,2016-10-01 19:00:00,60,0,13909,13,13741,26.89,58.82
15340,2016-10-01 20:00:00,27,0,13930,10,14116,26.93,57.98
15341,2016-10-01 21:00:00,24,0,13367,21,13418,18.1,54.48
15342,2016-10-01 22:00:00,11,0,14363,27,14350,17.75,51.58
15343,2016-10-01 23:00:00,11,0,14072,20,14247,14.28,48.7
15344,2016-10-02 00:00:00,11,0,13605,11,13762,13.85,47.07
15345,2016-10-02 01:00:00,11,0,13196,9,13325,14.0,47.39
15346,2016-10-02 02:00:00,11,0,13143,7,13107,14.75,46.46
15347,2016-10-02 03:00:00,11,0,13037,18,13008,16.2,46.75
15348,2016-10-02 04:00:00,11,0,13179,13,13086,22.8,47.04
15349,2016-10-02 05:00:00,13,0,13224,15,13196,30.59,48.81
15350,2016-10-02 06:00:00,46,0,13527,100,13421,32.05,49.04
15351,2016-10-02 07:00:00,280,0,13785,380,13772,33.3,54.18
15352,2016-10-02 08:00:00,668,0,13692,699,13919,33.15,54.87
15353,2016-10-02 09:00:00,899,0,13856,905,13938,32.26,54.29
15354,2016-10-02 10:00:00,1038,0,13693,1017,13931,30.35,54.7
15355,2016-10-02 11:00:00,1039,0,13911,1063,13815,27.74,54.99
15356,2016-10-02 12:00:00,957,0,13947,983,14026,27.44,53.04
15357,2016-10-02 13:00:00,754,0,14104,846,13899,27.77,47.92
15358,2016-10-02 14:00:00,460,0,14248,573,14297,28.68,46.39
15359,2016-10-02 15:00:00,210,0,14068,306,14267,32.1,45.96
15360,2016-10-02 16:00:00,31,0,13625,76,13796,35.94,50.37
15361,2016-10-02 17:00:00,15,0,13350,2,13488,41.91,57.29
15362,2016-10-02 18:00:00,15,0,13201,2,13280,39.43,61.34
15363,2016-10-02 19:00:00,10,0,13185,2,13135,34.19,65.75
15364,2016-10-02 20:00:00,10,0,13271,2,13255,32.1,61.96
15365,2016-10-02 21:00:00,10,0,12918,0,13005,28.3,58.48
15366,2016-10-02 22:00:00,23,0,12399,33,12302,18.19,51.76
15367,2016-10-02 23:00:00,23,0,12450,2,12485,14.59,48.18
15368,2016-10-03 00:00:00,23,0,11801,2,11947,12.1,46.1
15369,2016-10-03 01:00:00,23,0,11820,6,11841,11.6,45.0
15370,2016-10-03 02:00:00,23,0,11604,10,11751,11.69,45.0
15371,2016-10-03 03:00:00,23,0,11632,8,11637,12.4,45.92
15372,2016-10-03 04:00:00,23,0,11677,2,11560,18.19,51.87
15373,2016-10-03 05:00:00,53,0,11658,86,11746,23.5,57.09
15374,2016-10-03 06:00:00,682,0,11695,786,11717,22.69,61.49
15375,2016-10-03 07:00:00,1724,0,11563,1936,11544,24.17,61.15
15376,2016-10-03 08:00:00,3456,0,12106,3152,11904,22.15,60.14
15377,2016-10-03 09:00:00,4404,0,12731,4287,12677,19.04,59.63
15378,2016-10-03 10:00:00,4494,0,12966,4526,12863,18.34,59.44
15379,2016-10-03 11:00:00,4158,0,13496,4444,13205,18.19,59.17
15380,2016-10-03 12:00:00,3826,0,13582,4255,13449,15.45,58.63
15381,2016-10-03 13:00:00,3569,0,13754,3917,13663,16.19,55.38
15382,2016-10-03 14:00:00,3130,0,13129,3306,13300,18.19,55.49
15383,2016-10-03 15:00:00,2529,0,12424,2634,12386,20.32,57.29
15384,2016-10-03 16:00:00,1498,0,11083,1369,11304,22.15,60.72
15385,2016-10-03 17:00:00,639,0,9990,604,10111,29.2,63.53
15386,2016-10-03 18:00:00,485,0,9330,395,9492,36.85,66.21
15387,2016-10-03 19:00:00,401,0,8602,339,8821,31.3,64.35
15388,2016-10-03 20:00:00,399,0,8301,321,8300,28.69,61.96
15389,2016-10-03 21:00:00,352,0,8590,292,8448,26.75,59.46
15390,2016-10-03 22:00:00,772,0,6432,528,6375,15.09,56.25
15391,2016-10-03 23:00:00,730,0,6977,577,6831,10.0,55.1
15392,2016-10-04 00:00:00,634,0,7207,497,7287,7.69,53.63
15393,2016-10-04 01:00:00,561,0,7343,433,7376,6.5,52.89
15394,2016-10-04 02:00:00,501,0,7432,386,7511,6.2,53.07
15395,2016-10-04 03:00:00,404,0,7446,287,7529,5.96,53.57
15396,2016-10-04 04:00:00,213,0,7689,118,7587,5.69,56.79
15397,2016-10-04 05:00:00,94,0,7996,92,7936,5.4,59.3
15398,2016-10-04 06:00:00,278,0,8107,378,8305,5.4,64.32
15399,2016-10-04 07:00:00,945,0,8491,1047,8283,6.4,64.68
15400,2016-10-04 08:00:00,1628,0,9339,1627,9195,7.49,64.0
15401,2016-10-04 09:00:00,2102,0,10034,2037,9993,7.69,63.77
15402,2016-10-04 10:00:00,2380,0,10509,2298,10600,6.5,64.05
15403,2016-10-04 11:00:00,2524,0,10806,2515,10928,6.5,64.09
15404,2016-10-04 12:00:00,2593,0,11259,2544,11228,6.4,63.56
15405,2016-10-04 13:00:00,2359,0,11220,2462,11349,4.5,61.94
15406,2016-10-04 14:00:00,1865,0,11426,2259,11405,4.0,61.63
